FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
040000012,2592.46,7,4,426.13,-196.25,2422.34,EUR
040000012,4244.53,9,1,782.75,-45.93,4881.35,Other
040000013,1446.0,2,2,333.28,-840.02,739.26,AMD
040000013,1764.49,5,4,151.74,-979.51,536.72,USD
040000013,0.0,1,3,860.29,688.47,1248.76,EUR
040000013,0.0,0,3,801.98,462.72,964.7,Other
040000014,4412.63,4,2,752.42,-30.73,4934.32,AMD
040000014,1650.38,1,3,821.54,-361.42,1810.5,USD
040000014,4879.19,1,4,429.1,686.92,5595.21,EUR
040000014,4129.24,2,3,355.98,841.35,5026.57,Other
040000015,1307.45,0,1,810.19,-724.42,1293.22,AMD
040000015,2531.46,6,1,453.46,-415.4,2469.52,USD
040000015,0.0,7,1,101.26,-64.68,-63.42,EUR
040000015,292.27,1,2,700.06,-648.69,143.64,Other
040000016,369.86,4,4,755.96,-31.07,694.75,AMD
040000016,377.33,4,3,781.71,-779.23,79.81,USD
040000016,0.0,3,4,229.47,882.41,711.88,EUR
040000016,0.0,4,0,472.9,-876.05,-403.15,Other
040000017,1721.56,6,1,443.61,897.31,2962.48,AMD
040000017,4011.42,8,1,261.53,57.73,4230.68,USD
040000017,2887.11,0,3,156.98,-608.93,2135.16,EUR
040000017,1950.88,2,3,896.2,462.3,3009.38,Other
040000018,0.0,5,1,410.61,496.58,807.19,AMD
040000018,0.0,7,3,932.97,-726.6,-93.63,USD
040000018,2943.45,3,3,268.84,-821.66,2090.63,EUR
040000018,0.0,9,4,980.0,793.13,1373.13,Other
040000019,4644.75,4,3,539.8,615.31,5499.86,AMD
040000019,0.0,2,2,603.42,-224.77,178.65,USD
040000019,2198.67,4,3,938.28,824.11,3661.06,EUR
040000019,2790.51,8,2,387.62,316.2,3294.33,Other
040000020,0.0,8,1,836.22,-250.19,486.03,AMD
040000020,0.0,7,4,878.58,681.37,1159.95,USD
040000020,4318.04,4,1,382.58,568.5,5169.12,EUR
040000020,1037.65,7,3,174.47,-414.44,497.68,Other
040000021,3346.56,7,4,726.09,927.31,4599.96,AMD
040000021,0.0,8,4,720.65,-299.54,21.11,USD
040000021,0.0,5,0,498.85,703.21,1202.06,EUR
040000021,1818.54,2,4,514.26,456.56,2389.36,Other
040000022,0.0,0,4,384.14,-360.77,-376.63,AMD
040000022,4857.46,0,3,549.98,989.02,6096.46,USD
040000022,116.56,7,4,839.4,563.46,1119.42,EUR
040000022,0.0,3,2,330.35,576.66,707.01,Other
040000023,3975.28,1,0,483.39,-482.24,3976.43,AMD
040000023,4651.48,7,3,725.07,-47.81,5028.74,USD
040000023,0.0,6,1,959.48,-646.53,212.95,EUR
040000023,0.0,0,2,648.29,-768.75,-320.46,Other
040000024,1465.22,1,1,457.0,-157.23,1664.99,AMD
040000024,4001.82,9,0,907.71,968.04,5877.57,USD
040000024,0.0,0,3,130.94,-234.35,-403.41,EUR
040000024,0.0,4,0,280.03,204.16,484.19,Other
040000025,153.5,8,3,909.26,-909.08,-146.32,AMD
040000025,0.0,5,4,858.97,996.26,1455.23,USD
040000025,2515.41,1,4,319.43,-979.83,1455.01,EUR
040000025,0.0,4,1,428.41,-872.11,-543.7,Other
040000026,0.0,8,4,286.3,-141.66,-255.36,AMD
040000026,0.0,3,4,598.84,406.98,605.82,USD
040000026,22.71,6,3,519.99,-498.67,-255.97,EUR
040000026,0.0,5,3,749.37,-216.02,233.35,Other
040000027,0.0,9,4,438.76,-176.26,-137.5,AMD
040000027,0.0,4,2,963.78,646.89,1410.67,USD
040000027,3932.59,7,0,656.59,296.69,4885.87,EUR
040000027,0.0,2,0,156.01,465.51,621.52,Other
040000028,0.0,3,0,156.67,681.42,838.09,AMD
040000028,2253.28,8,1,473.36,472.51,3099.15,USD
040000028,0.0,2,1,711.09,938.85,1549.94,EUR
040000028,3701.64,1,1,755.08,-29.68,4327.04,Other
040000029,389.34,3,3,499.98,763.87,1353.19,AMD
040000029,0.0,0,4,949.07,-424.6,124.47,USD
040000029,151.1,8,0,370.59,-130.81,390.88,EUR
040000029,3264.74,4,2,742.2,805.22,4612.16,Other
040000030,0.0,0,2,947.72,-712.4,35.32,AMD
040000030,576.5,4,2,445.65,128.0,950.15,USD
040000030,1160.03,8,3,772.67,-144.87,1487.83,EUR
040000030,2896.53,6,0,453.7,705.78,4056.01,Other
040000031,0.0,8,3,347.61,-873.86,-826.25,AMD
040000031,2746.06,3,4,101.67,490.96,2938.69,USD
040000031,1689.85,6,2,134.26,-982.28,641.83,EUR
040000031,0.0,6,1,321.05,52.99,274.04,Other
040000032,4937.23,6,1,458.88,322.66,5618.77,AMD
040000032,0.0,0,4,176.2,-266.34,-490.14,USD
040000032,0.0,0,4,274.54,-48.53,-173.99,EUR
040000032,0.0,7,0,977.24,831.03,1808.27,Other
040000033,0.0,7,4,939.55,-839.22,-299.67,AMD
040000033,1040.8,0,3,976.68,-453.61,1263.87,USD
040000033,1337.89,1,1,946.68,-15.71,2168.86,EUR
040000033,0.0,4,3,305.56,-154.53,-148.97,Other
040000034,0.0,2,2,533.49,505.13,838.62,AMD
040000034,0.0,4,2,366.82,81.59,248.41,USD
040000034,0.0,7,3,946.63,983.14,1629.77,EUR
040000034,4353.55,7,2,422.04,-306.61,4268.98,Other
040000035,3175.18,9,4,731.04,722.75,4228.97,AMD
040000035,0.0,4,0,960.8,-181.75,779.05,USD
040000035,0.0,8,0,730.14,-657.9,72.24,EUR
040000035,4979.31,2,2,780.59,-656.95,4902.95,Other
040000036,938.7,1,2,494.71,72.65,1306.06,AMD
040000036,1556.61,8,3,444.6,49.33,1750.54,USD
040000036,0.0,0,4,837.72,-840.29,-402.57,EUR
040000036,2496.17,5,2,387.64,-454.19,2229.62,Other
040000037,0.0,0,0,717.03,-842.85,-125.82,AMD
040000037,583.43,7,3,224.03,-652.02,-144.56,USD
040000037,2120.62,8,1,413.89,282.79,2717.3,EUR
040000037,1508.15,0,1,670.2,-605.07,1473.28,Other
040000038,0.0,0,3,419.72,-695.75,-576.03,AMD
040000038,4783.35,8,3,344.83,749.77,5577.95,USD
040000038,0.0,6,3,885.51,859.86,1445.37,EUR
040000038,1378.94,1,2,665.99,-508.97,1335.96,Other
040000039,4153.04,2,2,933.22,-935.63,3950.63,AMD
040000039,4565.82,7,4,722.88,-571.91,4316.79,USD
040000039,4264.28,7,1,267.73,-71.12,4360.89,EUR
040000039,0.0,7,0,270.57,-153.83,116.74,Other
040000040,0.0,9,1,892.61,739.25,1531.86,AMD
040000040,0.0,6,0,783.24,31.42,814.66,USD
040000040,3468.1,2,2,560.95,-538.21,3290.84,EUR
040000040,0.0,0,2,280.18,612.13,692.31,Other
040000041,0.0,3,2,561.73,971.85,1333.58,AMD
040000041,0.0,9,0,452.29,104.79,557.08,USD
040000041,3652.38,4,4,181.35,910.9,4344.63,EUR
040000041,3167.86,9,2,561.31,807.67,4336.84,Other
040000042,1120.44,7,2,717.77,-177.29,1460.92,AMD
040000042,0.0,5,4,580.67,501.84,682.51,USD
040000042,3551.71,7,0,150.79,145.92,3848.42,EUR
040000042,0.0,1,2,446.53,-913.3,-666.77,Other
040000043,0.0,3,4,482.91,509.45,592.36,AMD
040000043,3215.29,4,1,967.56,-99.78,3983.07,USD
040000043,0.0,6,4,400.65,386.66,387.31,EUR
040000043,0.0,7,2,654.03,581.43,1035.46,Other
040000044,0.0,9,4,487.91,261.02,348.93,AMD
040000044,2340.36,5,2,899.26,863.11,3902.73,USD
040000044,0.0,5,1,810.63,-909.75,-199.12,EUR
040000044,0.0,9,4,100.91,-765.69,-1064.78,Other
040000045,0.0,8,2,474.91,-118.5,156.41,AMD
040000045,3141.59,7,1,446.76,794.16,4282.51,USD
040000045,0.0,9,4,106.35,339.54,45.89,EUR
040000045,0.0,1,2,363.02,-10.9,152.12,Other
040000046,3859.45,1,4,266.77,916.28,4642.5,AMD
040000046,0.0,8,1,711.42,-61.69,549.73,USD
040000046,0.0,8,2,716.74,172.99,689.73,EUR
040000046,3560.19,5,3,625.71,-498.36,3387.54,Other
040000047,3404.22,4,1,588.82,283.36,4176.4,AMD
040000047,0.0,6,4,407.58,-706.12,-698.54,USD
040000047,972.7,6,3,591.72,15.16,1279.58,EUR
040000047,3095.26,0,4,488.72,-579.58,2604.4,Other
040000048,0.0,0,3,973.93,936.2,1610.13,AMD
040000048,1096.1,8,4,510.92,-1.07,1205.95,USD
040000048,1068.7,3,4,136.01,436.99,1241.7,EUR
040000048,917.22,4,4,960.21,-324.85,1152.58,Other
040000049,0.0,6,1,534.0,970.95,1404.95,AMD
040000049,1451.57,4,1,474.97,213.68,2040.22,USD
040000049,0.0,7,0,186.45,515.0,701.45,EUR
040000049,0.0,1,1,629.95,386.34,916.29,Other
040000050,4451.55,0,4,760.56,792.64,5604.75,AMD
040000050,2007.42,9,4,799.89,261.7,2669.01,USD
040000050,0.0,2,4,985.96,-636.64,-50.68,EUR
040000050,2850.46,7,2,293.34,945.53,3889.33,Other
040000051,0.0,2,4,308.39,-946.81,-1038.42,AMD
040000051,4183.96,0,3,889.61,-554.06,4219.51,USD
040000051,0.0,1,3,599.19,-786.75,-487.56,EUR
040000051,1332.86,8,3,765.99,-303.03,1495.82,Other
040000052,3971.58,6,4,167.62,-85.0,3654.2,AMD
040000052,2372.3,3,2,511.79,-206.42,2477.67,USD
040000052,0.0,5,2,692.34,-382.15,110.19,EUR
040000052,0.0,2,1,688.44,968.34,1556.78,Other
040000053,3618.67,1,1,732.53,-876.73,3374.47,AMD
040000053,0.0,6,1,633.92,-409.99,123.93,USD
040000053,0.0,6,2,665.54,-961.58,-496.04,EUR
040000053,1458.13,1,4,167.47,804.21,2029.81,Other
040000054,0.0,7,4,262.1,-395.25,-533.15,AMD
040000054,0.0,8,1,143.73,-858.36,-814.63,USD
040000054,2839.18,9,1,530.85,295.46,3565.49,EUR
040000054,3358.75,6,0,148.31,-211.0,3296.06,Other
040000055,0.0,6,2,941.43,-755.86,-14.43,AMD
040000055,967.16,8,4,275.77,-360.35,482.58,USD
040000055,0.0,0,2,225.09,169.27,194.36,EUR
040000055,0.0,9,4,274.67,-83.64,-208.97,Other
040000056,0.0,0,4,351.02,508.66,459.68,AMD
040000056,308.0,9,4,317.4,233.67,459.07,USD
040000056,0.0,2,2,184.53,7.48,-7.99,EUR
040000056,0.0,5,4,251.36,-83.0,-231.64,Other
040000057,2553.32,4,2,708.41,305.4,3367.13,AMD
040000057,991.23,5,1,104.62,666.04,1661.89,USD
040000057,0.0,5,2,581.59,589.98,971.57,EUR
040000057,0.0,5,4,997.56,-983.51,-385.95,Other
040000058,1716.27,5,1,626.56,-258.82,1984.01,AMD
040000058,3249.35,4,3,355.14,-69.64,3234.85,USD
040000058,3393.19,2,2,865.94,-634.42,3424.71,EUR
040000058,0.0,3,2,979.54,277.82,1057.36,Other
040000059,663.15,3,4,566.05,-538.72,290.48,AMD
040000059,254.89,9,2,812.54,71.53,938.96,USD
040000059,0.0,6,2,240.6,5.3,45.9,EUR
040000059,742.14,7,2,145.54,926.49,1614.17,Other
040000060,27.73,5,4,338.68,733.97,700.38,AMD
040000060,725.59,7,2,157.83,-615.05,68.37,USD
040000060,785.13,2,0,224.55,696.66,1706.34,EUR
040000060,3400.56,4,3,923.1,-692.47,3331.19,Other
040000061,0.0,6,1,540.19,897.25,1337.44,AMD
040000061,0.0,5,0,342.22,626.2,968.42,USD
040000061,0.0,3,2,648.01,-828.8,-380.79,EUR
040000061,657.57,8,1,653.54,-467.48,743.63,Other
040000062,884.81,4,4,292.36,-164.92,612.25,AMD
040000062,3007.04,4,3,418.28,-239.98,2885.34,USD
040000062,0.0,8,1,623.34,598.15,1121.49,EUR
040000062,4095.45,9,3,871.18,544.37,5211.0,Other
040000063,0.0,9,3,599.75,-666.14,-366.39,AMD
040000063,2778.68,4,1,545.5,101.15,3325.33,USD
040000063,3225.75,3,1,691.66,-683.21,3134.2,EUR
040000063,0.0,1,3,512.69,414.73,627.42,Other
040000064,1289.23,0,0,655.87,22.54,1967.64,AMD
040000064,0.0,0,2,821.16,-22.91,598.25,USD
040000064,4491.3,9,2,560.83,160.67,5012.8,EUR
040000064,3148.27,0,4,163.36,-267.69,2643.94,Other
040000065,61.92,0,2,853.46,-134.74,580.64,AMD
040000065,0.0,2,3,752.16,563.56,1015.72,USD
040000065,0.0,9,4,937.27,-363.41,173.86,EUR
040000065,0.0,6,0,739.77,108.59,848.36,Other
040000066,200.23,1,3,242.85,588.32,731.4,AMD
040000066,3138.48,0,4,782.6,-320.95,3200.13,USD
040000066,2285.65,4,1,501.19,-787.0,1899.84,EUR
040000066,1239.63,1,0,131.22,-482.26,888.59,Other
040000067,2071.31,3,3,937.32,-523.05,2185.58,AMD
040000067,1579.31,6,2,971.15,-327.56,2022.9,USD
040000067,3208.97,7,1,778.74,425.23,4312.94,EUR
040000067,1956.37,6,2,192.39,-317.12,1631.64,Other
040000068,753.22,2,2,122.39,-697.21,-21.6,AMD
040000068,0.0,9,4,672.81,-243.83,28.98,USD
040000068,4348.89,4,0,140.4,276.2,4765.49,EUR
040000068,3527.51,4,3,299.89,611.32,4138.72,Other
040000069,1727.06,8,3,460.52,447.34,2334.92,AMD
040000069,0.0,6,1,566.73,15.34,482.07,USD
040000069,1207.96,8,2,924.86,59.26,1992.08,EUR
040000069,1761.23,5,1,638.13,-876.28,1423.08,Other
040000070,716.06,3,0,656.42,569.98,1942.46,AMD
040000070,0.0,4,0,545.92,-266.64,279.28,USD
040000070,14.62,4,2,739.51,-985.31,-431.18,EUR
040000070,2416.98,2,2,467.9,-401.91,2282.97,Other
040000071,3686.92,8,4,928.62,-706.0,3509.54,AMD
040000071,1624.2,8,2,834.67,424.46,2683.33,USD
040000071,0.0,0,0,220.57,-525.15,-304.58,EUR
040000071,725.63,3,2,459.0,-404.07,580.56,Other
040000072,2677.39,1,0,812.38,-685.53,2804.24,AMD
040000072,0.0,4,2,656.89,445.17,902.06,USD
040000072,3948.44,3,3,123.64,-63.65,3708.43,EUR
040000072,427.87,1,4,623.92,-922.11,-270.32,Other
040000073,0.0,8,4,635.25,296.31,531.56,AMD
040000073,3086.23,5,0,680.71,-517.67,3249.27,USD
040000073,1568.26,1,4,994.69,696.93,2859.88,EUR
040000073,0.0,0,0,883.9,261.24,1145.14,Other
040000074,230.04,3,2,936.01,375.77,1341.82,AMD
040000074,11.51,2,3,738.27,474.69,924.47,USD
040000074,4591.11,7,2,692.84,127.52,5211.47,EUR
040000074,117.63,6,2,753.06,563.64,1234.33,Other
040000075,0.0,1,2,854.69,-974.31,-319.62,AMD
040000075,3325.86,0,3,522.49,-182.34,3366.01,USD
040000075,0.0,6,3,261.09,112.01,73.1,EUR
040000075,240.17,6,4,360.97,-570.63,-369.49,Other
040000076,0.0,6,4,962.81,-79.51,483.3,AMD
040000076,4977.7,5,1,375.57,366.99,5620.26,USD
040000076,601.56,2,1,611.0,-689.21,423.35,EUR
040000076,0.0,9,4,409.39,-32.84,-23.45,Other
040000077,1812.11,8,1,490.45,395.72,2598.28,AMD
040000077,40.34,1,0,408.02,387.2,835.56,USD
040000077,0.0,9,0,953.91,655.07,1608.98,EUR
040000077,131.76,2,0,534.08,-897.73,-231.89,Other
040000078,559.93,9,2,168.72,78.77,607.42,AMD
040000078,2190.28,9,3,404.34,-362.8,1931.82,USD
040000078,0.0,6,4,560.68,-942.24,-781.56,EUR
040000078,0.0,2,0,398.53,-238.35,160.18,Other
040000079,1418.83,8,3,773.7,954.14,2846.67,AMD
040000079,2562.64,8,1,469.41,-674.21,2257.84,USD
040000079,2667.68,9,3,787.69,659.87,3815.24,EUR
040000079,0.0,4,0,998.81,668.43,1667.24,Other
040000080,0.0,3,4,879.93,-647.97,-168.04,AMD
040000080,1632.97,2,2,632.21,-698.04,1367.14,USD
040000080,2073.35,7,0,748.25,-263.67,2557.93,EUR
040000080,0.0,3,3,402.43,677.22,779.65,Other
040000081,3989.75,8,4,943.62,553.77,5087.14,AMD
040000081,4902.67,9,2,692.15,562.74,5957.56,USD
040000081,0.0,3,1,901.69,-576.28,225.41,EUR
040000081,0.0,2,2,972.0,860.82,1632.82,Other
040000082,0.0,6,0,791.72,762.74,1554.46,AMD
040000082,367.35,0,1,230.36,382.92,880.63,USD
040000082,4119.31,1,0,990.96,238.89,5349.16,EUR
040000082,2030.26,4,2,260.56,657.76,2748.58,Other
040000083,0.0,6,4,580.56,-78.73,101.83,AMD
040000083,0.0,0,1,931.67,-573.3,258.37,USD
040000083,0.0,5,4,672.71,424.46,697.17,EUR
040000083,0.0,0,0,485.8,-188.92,296.88,Other
040000084,0.0,0,1,266.05,-451.08,-285.03,AMD
040000084,2692.69,9,1,511.21,991.08,4094.98,USD
040000084,0.0,5,3,107.87,-636.46,-828.59,EUR
040000084,3558.02,3,2,322.75,-67.63,3613.14,Other
040000085,3962.39,9,4,921.43,-213.06,4270.76,AMD
040000085,1736.53,6,0,457.68,660.59,2854.8,USD
040000085,2389.83,6,2,966.82,783.51,3940.16,EUR
040000085,0.0,3,0,726.2,524.76,1250.96,Other
040000086,0.0,0,1,913.08,-750.15,62.93,AMD
040000086,0.0,5,3,243.95,884.77,828.72,USD
040000086,0.0,6,4,961.02,-18.51,542.51,EUR
040000086,942.45,8,4,873.75,-774.38,641.82,Other
040000087,0.0,4,0,816.85,-732.13,84.72,AMD
040000087,0.0,9,1,451.36,693.59,1044.95,USD
040000087,0.0,5,4,340.87,783.87,724.74,EUR
040000087,3687.87,0,4,639.89,-789.23,3138.53,Other
040000088,0.0,9,3,219.15,-499.26,-580.11,AMD
040000088,3126.33,8,2,457.51,-633.84,2750.0,USD
040000088,4688.22,0,0,465.73,110.57,5264.52,EUR
040000088,0.0,3,1,674.68,96.78,671.46,Other
040000089,1405.19,4,1,991.67,-337.3,1959.56,AMD
040000089,0.0,5,3,574.69,83.95,358.64,USD
040000089,201.18,8,4,155.39,91.95,48.52,EUR
040000089,0.0,7,4,499.54,65.88,165.42,Other
040000090,0.0,6,4,161.25,-535.7,-774.45,AMD
040000090,0.0,5,4,465.64,-82.28,-16.64,USD
040000090,0.0,2,4,612.32,-247.24,-34.92,EUR
040000090,4958.89,9,0,188.61,652.91,5800.41,Other
040000091,2983.75,3,4,904.66,-462.72,3025.69,AMD
040000091,0.0,1,3,276.61,-740.57,-763.96,USD
040000091,1915.81,1,0,101.07,-160.49,1856.39,EUR
040000091,0.0,5,4,406.88,-563.55,-556.67,Other
040000092,2446.33,8,2,616.42,751.34,3614.09,AMD
040000092,854.87,3,2,211.83,-365.07,501.63,USD
040000092,2427.83,6,4,332.71,-33.61,2326.93,EUR
040000092,1326.57,4,2,340.17,325.28,1792.02,Other
040000093,0.0,6,3,862.25,885.92,1448.17,AMD
040000093,0.0,4,2,588.54,-894.6,-506.06,USD
040000093,2300.57,3,1,488.51,-646.51,2042.57,EUR
040000093,1400.91,7,2,383.53,-794.47,789.97,Other
040000094,0.0,9,1,476.33,530.43,906.76,AMD
040000094,1894.16,7,4,447.03,684.0,2625.19,USD
040000094,4038.14,1,1,327.42,253.4,4518.96,EUR
040000094,862.2,4,3,200.48,-150.5,612.18,Other
040000095,892.24,4,3,741.58,984.85,2318.67,AMD
040000095,0.0,7,2,793.59,-287.78,305.81,USD
040000095,0.0,1,3,467.08,806.19,973.27,EUR
040000095,0.0,2,0,135.67,-752.3,-616.63,Other
040000096,0.0,4,3,521.71,-667.17,-445.46,AMD
040000096,0.0,9,0,404.37,-782.27,-377.9,USD
040000096,2972.89,1,2,575.56,-723.34,2625.11,EUR
040000096,0.0,7,2,171.57,-39.12,-67.55,Other
040000097,0.0,2,1,605.4,-800.47,-295.07,AMD
040000097,0.0,9,3,778.96,-836.21,-357.25,USD
040000097,2958.84,9,0,347.48,224.21,3530.53,EUR
040000097,0.0,5,0,858.98,724.89,1583.87,Other
040000098,2556.73,0,2,617.78,151.12,3125.63,AMD
040000098,2551.01,1,4,745.38,635.86,3532.25,USD
040000098,3863.51,8,4,835.59,11.33,4310.43,EUR
040000098,0.0,4,4,674.69,951.1,1225.79,Other
040000099,0.0,8,3,156.58,-618.3,-761.72,AMD
040000099,0.0,5,4,987.02,-681.49,-94.47,USD
040000099,0.0,3,2,875.05,712.34,1387.39,EUR
040000099,864.74,5,0,953.7,-847.53,970.91,Other
0400000100,0.0,3,4,445.4,683.9,729.3,AMD
0400000100,182.19,2,2,338.37,408.55,729.11,USD
0400000100,3055.02,7,3,962.42,673.83,4391.27,EUR
0400000100,1343.32,4,0,417.63,132.84,1893.79,Other
0400000101,308.01,7,0,866.26,974.68,2148.95,AMD
0400000101,2505.43,9,3,261.16,-233.76,2232.83,USD
0400000101,0.0,3,3,444.27,845.76,990.03,EUR
0400000101,0.0,7,2,167.33,-746.82,-779.49,Other
0400000102,0.0,4,4,275.39,-794.95,-919.56,AMD
0400000102,0.0,6,1,914.85,-145.29,669.56,USD
0400000102,3384.88,2,4,842.22,-297.25,3529.85,EUR
0400000102,0.0,8,2,418.39,-766.54,-548.15,Other
0400000103,0.0,0,0,795.56,83.3,878.86,AMD
0400000103,4953.88,7,0,556.27,-350.82,5159.33,USD
0400000103,2258.67,6,0,356.18,832.82,3447.67,EUR
0400000103,0.0,6,4,635.54,-280.28,-44.74,Other
0400000104,855.99,1,0,896.96,-805.47,947.48,AMD
0400000104,0.0,1,1,277.56,141.88,319.44,USD
0400000104,2921.31,2,4,857.5,763.12,4141.93,EUR
0400000104,2799.29,9,1,801.69,-308.96,3192.02,Other
0400000105,2649.21,9,3,583.71,141.72,3074.64,AMD
0400000105,1124.3,2,1,921.64,-994.92,951.02,USD
0400000105,0.0,1,1,440.98,520.78,861.76,EUR
0400000105,222.0,3,2,157.72,-604.56,-424.84,Other
0400000106,0.0,1,1,548.19,608.66,1056.85,AMD
0400000106,0.0,8,2,321.93,-264.54,-142.61,USD
0400000106,1667.61,6,0,125.26,-438.1,1354.77,EUR
0400000106,4661.49,2,1,990.59,-849.83,4702.25,Other
0400000107,4533.9,7,2,651.11,98.89,5083.9,AMD
0400000107,2942.58,8,2,932.74,330.17,4005.49,USD
0400000107,0.0,5,4,479.1,49.42,128.52,EUR
0400000107,0.0,8,4,871.38,-30.81,440.57,Other
0400000108,2097.0,5,1,147.5,716.05,2860.55,AMD
0400000108,6.16,9,1,524.41,-517.66,-87.09,USD
0400000108,3269.14,1,1,263.38,-23.71,3408.81,EUR
0400000108,170.02,8,0,792.89,187.86,1150.77,Other
0400000109,0.0,4,0,823.46,-557.48,265.98,AMD
0400000109,2038.02,6,0,199.49,-534.84,1702.67,USD
0400000109,4700.9,4,4,243.6,239.41,4783.91,EUR
0400000109,2383.75,2,1,285.65,-300.13,2269.27,Other
0400000110,0.0,6,2,871.14,274.21,945.35,AMD
0400000110,0.0,6,1,745.98,598.61,1244.59,USD
0400000110,0.0,8,2,944.57,-962.94,-218.37,EUR
0400000110,0.0,0,3,892.66,371.66,964.32,Other
0400000111,0.0,8,4,638.61,-861.63,-623.02,AMD
0400000111,4473.25,4,0,789.65,-815.0,4447.9,USD
0400000111,1032.14,4,2,421.51,87.69,1341.34,EUR
0400000111,0.0,7,2,801.25,-811.37,-210.12,Other
0400000112,893.1,6,1,600.74,-430.66,963.18,AMD
0400000112,0.0,5,3,602.05,526.32,828.37,USD
0400000112,0.0,3,4,991.81,-359.62,232.19,EUR
0400000112,0.0,6,4,944.82,-930.98,-386.16,Other
0400000113,1871.29,0,3,791.93,-13.27,2349.95,AMD
0400000113,3059.09,4,0,823.09,685.66,4567.84,USD
0400000113,0.0,7,2,500.72,-537.12,-236.4,EUR
0400000113,3387.39,1,4,886.6,-169.39,3704.6,Other
0400000114,2624.16,5,1,603.3,-423.1,2704.36,AMD
0400000114,0.0,8,3,265.19,-141.05,-175.86,USD
0400000114,0.0,3,1,303.67,-872.96,-669.29,EUR
0400000114,0.0,5,3,142.5,60.76,-96.74,Other
0400000115,0.0,9,3,721.92,-131.79,290.13,AMD
0400000115,794.11,5,3,616.62,-489.18,621.55,USD
0400000115,4547.66,9,4,898.04,-78.38,4967.32,EUR
0400000115,0.0,5,1,838.84,-876.39,-137.55,Other
0400000116,0.0,8,4,718.73,54.07,372.8,AMD
0400000116,4679.34,0,1,225.96,-353.93,4451.37,USD
0400000116,0.0,5,1,827.28,719.21,1446.49,EUR
0400000116,4840.39,3,4,266.55,-784.95,3921.99,Other
0400000117,0.0,0,4,975.05,-943.63,-368.58,AMD
0400000117,3789.73,0,0,527.1,-979.3,3337.53,USD
0400000117,0.0,4,2,775.6,-745.89,-170.29,EUR
0400000117,319.32,6,4,637.72,-510.83,46.21,Other
0400000118,2174.42,8,2,738.5,-537.52,2175.4,AMD
0400000118,0.0,0,2,571.06,-942.29,-571.23,USD
0400000118,0.0,6,1,427.4,-119.83,207.57,EUR
0400000118,969.64,2,1,211.79,546.47,1627.9,Other
0400000119,1463.03,9,2,932.9,-908.31,1287.62,AMD
0400000119,0.0,8,2,953.0,-838.71,-85.71,USD
