FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
040000043,0.0,7,1,694.0,630.14,1224.14,AMD
040000043,0.0,9,4,400.95,706.05,707.0,USD
040000043,3168.86,2,3,209.31,756.51,3834.68,EUR
040000043,747.83,0,2,292.95,-266.33,574.45,Other
040000044,0.0,9,4,732.86,-537.81,-204.95,AMD
040000044,0.0,6,1,279.63,386.34,565.97,USD
040000044,4330.48,0,0,862.02,501.59,5694.09,EUR
040000044,2775.55,5,2,337.35,-40.02,2872.88,Other
040000045,19.77,2,2,776.58,66.89,663.24,AMD
040000045,1957.56,3,4,931.98,358.59,2848.13,USD
040000045,0.0,4,0,274.71,971.11,1245.82,EUR
040000045,0.0,9,1,806.36,155.72,862.08,Other
040000046,0.0,6,4,974.29,758.11,1332.4,AMD
040000046,3059.16,6,3,878.54,998.53,4636.23,USD
040000046,3881.09,1,3,513.67,-269.53,3825.23,EUR
040000046,3718.75,8,1,483.42,-111.83,3990.34,Other
040000047,0.0,7,4,738.58,110.91,449.49,AMD
040000047,0.0,2,1,388.28,295.02,583.3,USD
040000047,4484.23,0,4,360.56,487.46,4932.25,EUR
040000047,1703.59,8,4,962.04,379.22,2644.85,Other
040000048,4016.1,4,1,280.87,984.71,5181.68,AMD
040000048,4777.86,2,2,648.32,532.39,5758.57,USD
040000048,4267.76,4,3,463.03,-674.37,3756.42,EUR
040000048,3535.46,9,1,244.06,952.78,4632.3,Other
040000049,4925.71,1,1,901.84,-507.25,5220.3,AMD
040000049,0.0,0,4,105.44,-49.51,-344.07,USD
040000049,0.0,8,4,208.64,588.76,397.4,EUR
040000049,0.0,4,2,425.44,703.98,929.42,Other
040000050,2273.39,4,2,495.84,112.08,2681.31,AMD
040000050,1536.81,4,2,121.57,833.7,2292.08,USD
040000050,2616.56,4,4,751.61,-151.24,2816.93,EUR
040000050,0.0,7,0,677.67,-998.84,-321.17,Other
040000051,3523.6,4,4,797.39,875.49,4796.48,AMD
040000051,0.0,6,4,263.88,-100.16,-236.28,USD
040000051,0.0,7,1,243.99,846.88,990.87,EUR
040000051,3550.88,4,4,181.6,-938.75,2393.73,Other
040000052,3190.26,9,1,119.69,-67.81,3142.14,AMD
040000052,0.0,7,2,650.36,-416.48,33.88,USD
040000052,0.0,3,3,813.91,-528.99,-15.08,EUR
040000052,3384.92,3,1,687.92,-870.61,3102.23,Other
040000053,0.0,0,1,393.92,99.26,393.18,AMD
040000053,3849.74,7,2,210.27,147.82,4007.83,USD
040000053,3005.96,1,4,958.62,66.24,3630.82,EUR
040000053,0.0,6,2,765.78,322.81,888.59,Other
040000054,0.0,0,3,282.66,-997.0,-1014.34,AMD
040000054,2064.44,2,1,525.41,-862.55,1627.3,USD
040000054,0.0,6,3,671.15,-490.72,-119.57,EUR
040000054,929.2,5,1,414.66,-502.18,741.68,Other
040000055,1299.89,1,4,491.35,946.58,2337.82,AMD
040000055,479.73,8,0,577.05,-796.1,260.68,USD
040000055,0.0,3,2,336.59,-416.37,-279.78,EUR
040000055,0.0,4,4,165.37,-776.34,-1010.97,Other
040000056,0.0,3,3,253.52,-118.24,-164.72,AMD
040000056,0.0,6,4,648.45,636.2,884.65,USD
040000056,0.0,5,3,556.97,-207.97,49.0,EUR
040000056,1879.67,4,3,758.84,-845.21,1493.3,Other
040000057,0.0,7,3,946.34,86.66,733.0,AMD
040000057,4444.57,4,0,964.01,961.26,6369.84,USD
040000057,726.72,9,2,726.87,-629.6,623.99,EUR
040000057,1010.66,3,1,682.29,360.45,1953.4,Other
040000058,3478.68,7,1,202.46,154.42,3735.56,AMD
040000058,3231.6,7,2,908.74,62.13,4002.47,USD
040000058,0.0,4,3,344.06,286.26,330.32,EUR
040000058,0.0,4,3,834.12,-184.84,349.28,Other
040000059,0.0,0,3,425.03,406.02,531.05,AMD
040000059,4770.92,3,3,123.08,451.72,5045.72,USD
040000059,0.0,6,4,358.61,-758.93,-800.32,EUR
040000059,0.0,6,4,525.22,992.85,1118.07,Other
040000060,0.0,3,0,555.65,713.48,1269.13,AMD
040000060,40.73,5,0,100.5,-618.87,-477.64,USD
040000060,0.0,2,1,545.47,-815.76,-370.29,EUR
040000060,0.0,9,2,503.39,-832.56,-529.17,Other
040000061,0.0,4,2,733.05,815.25,1348.3,AMD
040000061,0.0,5,0,228.57,-328.66,-100.09,USD
040000061,0.0,1,1,659.08,752.02,1311.1,EUR
040000061,0.0,8,2,552.74,-284.92,67.82,Other
040000062,2040.01,0,0,500.09,508.98,3049.08,AMD
040000062,4176.65,1,3,802.98,59.19,4738.82,USD
040000062,3690.6,3,2,107.09,440.63,4038.32,EUR
040000062,376.62,4,4,272.87,-836.9,-587.41,Other
040000063,1548.94,7,4,919.77,-804.97,1263.74,AMD
040000063,0.0,2,0,562.51,-209.07,353.44,USD
040000063,0.0,3,4,452.67,401.15,453.82,EUR
040000063,4594.41,9,1,708.1,-602.21,4600.3,Other
040000064,0.0,3,0,726.59,-388.78,337.81,AMD
040000064,988.85,3,4,162.72,-421.23,330.34,USD
040000064,0.0,3,0,588.61,853.78,1442.39,EUR
040000064,0.0,1,3,108.39,-335.96,-527.57,Other
040000065,4363.49,7,0,860.15,-290.96,4932.68,AMD
040000065,735.24,0,4,483.56,-703.86,114.94,USD
040000065,4608.49,7,2,219.57,-196.52,4431.54,EUR
040000065,0.0,9,2,259.98,-850.1,-790.12,Other
040000066,0.0,0,1,238.38,-325.99,-187.61,AMD
040000066,835.88,8,3,597.4,168.36,1301.64,USD
040000066,0.0,7,3,857.55,-801.64,-244.09,EUR
040000066,2015.35,5,3,417.5,171.73,2304.58,Other
040000067,0.0,3,3,402.44,100.44,202.88,AMD
040000067,35.12,9,1,745.82,983.67,1664.61,USD
040000067,4119.57,5,0,327.88,80.84,4528.29,EUR
040000067,0.0,3,4,173.75,-736.02,-962.27,Other
040000068,358.15,3,4,605.25,-728.71,-165.31,AMD
040000068,494.3,0,3,549.41,-871.52,-127.81,USD
040000068,0.0,5,0,982.55,-301.19,681.36,EUR
040000068,1828.22,7,1,239.04,93.7,2060.96,Other
040000069,0.0,4,3,668.48,888.59,1257.07,AMD
040000069,4693.89,3,4,554.61,124.67,4973.17,USD
040000069,0.0,4,1,118.79,-987.84,-969.05,EUR
040000069,0.0,7,2,947.89,-459.29,288.6,Other
040000070,0.0,3,1,747.48,-645.22,2.26,AMD
040000070,2450.0,4,0,898.27,-338.73,3009.54,USD
040000070,4170.48,9,2,922.94,45.54,4938.96,EUR
040000070,0.0,5,4,233.3,671.29,504.59,Other
040000071,2294.75,7,0,307.54,405.53,3007.82,AMD
040000071,2005.25,3,4,306.61,976.96,2888.82,USD
040000071,2423.59,7,0,886.27,699.24,4009.1,EUR
040000071,0.0,5,0,382.36,-456.67,-74.31,Other
040000072,3814.92,4,1,868.62,667.47,5251.01,AMD
040000072,3543.11,1,4,406.63,866.0,4415.74,USD
040000072,0.0,0,3,904.07,910.16,1514.23,EUR
040000072,0.0,4,4,908.68,442.51,951.19,Other
040000073,3509.55,9,2,368.32,-618.8,3059.07,AMD
040000073,4473.47,8,4,730.9,816.61,5620.98,USD
040000073,4796.97,0,1,663.27,-272.14,5088.1,EUR
040000073,3104.62,5,2,268.52,-113.77,3059.37,Other
040000074,4867.9,3,4,718.14,-515.29,4670.75,AMD
040000074,0.0,5,4,463.37,385.16,448.53,USD
040000074,0.0,4,3,551.21,-84.79,166.42,EUR
040000074,0.0,1,0,251.12,267.75,518.87,Other
040000075,2008.23,2,2,765.94,-497.64,2076.53,AMD
040000075,0.0,4,4,239.32,-534.13,-694.81,USD
040000075,0.0,5,3,473.18,-815.53,-642.35,EUR
040000075,1197.34,3,1,221.07,887.6,2206.01,Other
040000076,2449.73,9,1,721.78,962.24,4033.75,AMD
040000076,4248.33,3,0,470.76,-65.29,4653.8,USD
040000076,2560.07,4,3,485.33,-845.26,1900.14,EUR
040000076,2985.26,2,0,343.99,-351.03,2978.22,Other
040000077,0.0,5,0,547.95,-229.91,318.04,AMD
040000077,3591.43,7,2,401.14,-699.6,3092.97,USD
040000077,1908.83,9,0,350.93,-414.11,1845.65,EUR
040000077,0.0,7,4,960.07,-748.03,-187.96,Other
040000078,0.0,0,4,646.22,582.84,829.06,AMD
040000078,0.0,6,2,119.12,-771.49,-852.37,USD
040000078,0.0,1,3,187.69,-754.69,-867.0,EUR
040000078,0.0,9,4,458.15,-70.43,-12.28,Other
040000079,0.0,0,4,783.7,-191.83,191.87,AMD
040000079,0.0,8,4,453.57,771.25,824.82,USD
040000079,0.0,6,3,753.73,-792.09,-338.36,EUR
040000079,0.0,0,4,571.96,265.21,437.17,Other
040000080,826.48,5,0,618.25,447.83,1892.56,AMD
040000080,1345.88,6,1,473.21,187.47,1906.56,USD
040000080,0.0,8,1,762.87,-666.65,-3.78,EUR
040000080,3048.13,1,1,497.23,818.39,4263.75,Other
040000081,0.0,4,2,151.72,57.76,9.48,AMD
040000081,0.0,7,3,629.02,-732.78,-403.76,USD
040000081,0.0,0,1,304.36,718.13,922.49,EUR
040000081,2849.21,5,0,235.23,790.93,3875.37,Other
040000082,0.0,1,2,346.89,271.66,418.55,AMD
040000082,0.0,3,2,817.09,817.66,1434.75,USD
040000082,0.0,6,1,715.2,550.92,1166.12,EUR
040000082,44.28,9,1,296.03,-516.61,-276.3,Other
040000083,4014.57,8,4,361.78,384.62,4360.97,AMD
040000083,1019.64,7,1,867.04,-153.14,1633.54,USD
040000083,0.0,6,2,576.06,-529.05,-152.99,EUR
040000083,1452.0,4,0,917.79,951.67,3321.46,Other
040000084,4040.58,0,2,406.72,-586.38,3660.92,AMD
040000084,2784.95,9,4,321.42,-884.62,1821.75,USD
040000084,2936.39,2,0,788.89,572.77,4298.05,EUR
040000084,2500.61,7,0,932.94,-731.38,2702.17,Other
040000085,0.0,8,2,813.87,311.4,925.27,AMD
040000085,0.0,1,2,671.72,-861.18,-389.46,USD
040000085,3962.71,8,0,276.57,533.22,4772.5,EUR
040000085,0.0,5,4,354.19,-857.73,-903.54,Other
040000086,3748.57,5,1,322.44,-30.25,3940.76,AMD
040000086,0.0,8,1,705.88,-874.59,-268.71,USD
040000086,3529.7,6,4,384.82,790.8,4305.32,EUR
040000086,215.86,8,2,174.2,-966.04,-775.98,Other
040000087,2562.98,0,1,343.26,982.68,3788.92,AMD
040000087,0.0,6,2,936.56,203.34,939.9,USD
040000087,4428.28,2,0,798.82,863.94,6091.04,EUR
040000087,2172.72,7,1,371.44,947.0,3391.16,Other
040000088,0.0,1,0,229.04,-312.86,-83.82,AMD
040000088,1554.27,9,4,808.46,659.94,2622.67,USD
040000088,0.0,2,1,396.53,-759.68,-463.15,EUR
040000088,4368.29,5,2,375.32,-338.41,4205.2,Other
040000089,0.0,4,0,216.68,-486.07,-269.39,AMD
040000089,3732.44,8,4,896.93,443.95,4673.32,USD
040000089,2414.95,7,3,433.13,269.9,2817.98,EUR
040000089,0.0,7,1,794.81,93.13,787.94,Other
040000090,0.0,7,4,591.19,339.22,530.41,AMD
040000090,0.0,7,2,688.06,-379.05,109.01,USD
040000090,2581.14,7,4,895.74,-119.16,2957.72,EUR
040000090,0.0,3,1,591.87,715.96,1207.83,Other
040000091,4268.44,2,0,200.24,-512.21,3956.47,AMD
040000091,0.0,7,3,708.46,170.34,578.8,USD
040000091,0.0,4,4,618.35,278.25,496.6,EUR
040000091,0.0,1,0,518.82,-449.95,68.87,Other
040000092,0.0,2,3,345.4,425.93,471.33,AMD
040000092,3322.01,9,1,843.25,-619.97,3445.29,USD
040000092,0.0,4,1,402.57,-462.72,-160.15,EUR
040000092,0.0,6,3,766.85,-227.8,239.05,Other
040000093,0.0,7,2,103.68,152.14,55.82,AMD
040000093,0.0,2,2,828.61,-760.82,-132.21,USD
040000093,0.0,9,2,536.14,-840.61,-504.47,EUR
040000093,0.0,7,1,416.47,899.88,1216.35,Other
040000094,0.0,5,2,980.53,713.4,1493.93,AMD
040000094,0.0,9,2,815.76,483.24,1099.0,USD
040000094,0.0,1,4,822.25,-861.25,-439.0,EUR
040000094,910.03,4,2,931.12,324.76,1965.91,Other
040000095,4304.21,2,0,635.82,-477.52,4462.51,AMD
040000095,0.0,1,4,123.78,-433.62,-709.84,USD
040000095,0.0,6,1,184.47,909.89,994.36,EUR
040000095,2353.81,9,1,380.59,-318.17,2316.23,Other
040000096,1223.48,3,2,167.69,296.49,1487.66,AMD
040000096,0.0,6,4,718.6,-754.6,-436.0,USD
040000096,3893.22,5,4,829.15,-714.04,3608.33,EUR
040000096,0.0,1,3,311.53,271.08,282.61,Other
040000097,0.0,2,2,401.92,603.61,805.53,AMD
040000097,0.0,0,1,584.27,-459.47,24.8,USD
040000097,0.0,7,2,569.44,-623.29,-253.85,EUR
040000097,0.0,5,0,153.79,791.38,945.17,Other
040000098,0.0,0,1,825.07,-833.02,-107.95,AMD
040000098,0.0,7,3,729.57,-462.94,-33.37,USD
040000098,3379.23,8,3,128.88,665.54,3873.65,EUR
040000098,4026.69,1,3,903.19,-79.38,4550.5,Other
040000099,702.15,6,4,817.17,144.95,1264.27,AMD
040000099,109.95,4,3,467.38,704.38,981.71,USD
040000099,4520.83,4,0,236.83,784.94,5542.6,EUR
040000099,425.18,7,2,143.11,-369.7,-1.41,Other
0400000100,0.0,8,1,355.99,-399.69,-143.7,AMD
0400000100,0.0,2,3,879.27,880.31,1459.58,USD
0400000100,4248.69,5,3,738.84,-886.87,3800.66,EUR
0400000100,4635.87,0,3,195.97,834.57,5366.41,Other
0400000101,0.0,6,1,893.22,-984.36,-191.14,AMD
0400000101,0.0,1,2,312.88,-535.05,-422.17,USD
0400000101,0.0,5,3,710.0,19.95,429.95,EUR
0400000101,0.0,6,1,615.0,484.51,999.51,Other
0400000102,4878.91,6,3,754.04,-192.22,5140.73,AMD
0400000102,1432.31,7,3,637.44,-647.87,1121.88,USD
0400000102,0.0,2,2,703.16,802.53,1305.69,EUR
0400000102,4053.21,8,3,879.78,797.14,5430.13,Other
0400000103,0.0,8,4,389.45,42.91,32.36,AMD
0400000103,4490.93,0,3,790.05,910.63,5891.61,USD
0400000103,1692.75,8,0,977.52,748.86,3419.13,EUR
0400000103,232.36,7,0,552.96,2.21,787.53,Other
0400000104,0.0,5,1,265.63,522.51,688.14,AMD
0400000104,26.06,5,1,617.02,-731.98,-188.9,USD
0400000104,0.0,5,2,218.56,-866.6,-848.04,EUR
0400000104,1437.16,2,1,298.79,-889.4,746.55,Other
0400000105,3416.89,2,1,568.99,863.38,4749.26,AMD
0400000105,2844.22,6,1,220.7,-898.74,2066.18,USD
0400000105,4941.04,6,4,254.08,172.5,4967.62,EUR
0400000105,0.0,7,2,278.61,-780.92,-702.31,Other
0400000106,0.0,0,2,507.08,-965.87,-658.79,AMD
0400000106,4011.2,7,4,986.46,302.67,4900.33,USD
0400000106,3623.46,6,2,364.59,847.2,4635.25,EUR
0400000106,0.0,7,1,874.37,-286.79,487.58,Other
0400000107,3434.45,3,0,123.6,-368.34,3189.71,AMD
0400000107,0.0,1,0,531.06,14.34,545.4,USD
0400000107,0.0,8,2,220.28,-714.87,-694.59,EUR
0400000107,0.0,9,1,783.18,-135.41,547.77,Other
0400000108,0.0,8,1,247.44,-390.14,-242.7,AMD
0400000108,0.0,1,4,796.75,59.24,455.99,USD
0400000108,801.75,2,1,566.49,-270.74,997.5,EUR
0400000108,4258.19,0,3,460.45,934.18,5352.82,Other
0400000109,0.0,8,2,216.51,-35.02,-18.51,AMD
0400000109,0.0,4,3,722.54,-915.87,-493.33,USD
0400000109,0.0,6,0,319.5,225.97,545.47,EUR
0400000109,4781.7,5,3,726.5,101.3,5309.5,Other
0400000110,0.0,3,4,101.98,-554.69,-852.71,AMD
0400000110,0.0,6,4,919.43,-471.96,47.47,USD
0400000110,4870.03,2,0,392.71,-807.34,4455.4,EUR
0400000110,2764.15,4,3,774.24,842.93,4081.32,Other
0400000111,0.0,1,0,710.31,-56.69,653.62,AMD
0400000111,0.0,5,4,308.57,-901.66,-993.09,USD
0400000111,3275.13,3,0,732.27,-119.05,3888.35,EUR
0400000111,0.0,3,1,311.53,888.53,1100.06,Other
0400000112,0.0,9,3,199.25,-432.68,-533.43,AMD
0400000112,2862.83,2,3,528.18,-661.72,2429.29,USD
0400000112,4545.32,2,1,295.01,693.82,5434.15,EUR
0400000112,0.0,1,0,587.5,433.83,1021.33,Other
0400000113,0.0,4,4,227.08,-82.03,-254.95,AMD
0400000113,1540.28,3,1,582.01,689.29,2711.58,USD
0400000113,4665.88,6,4,173.53,723.41,5162.82,EUR
0400000113,2282.57,5,3,558.51,96.03,2637.11,Other
0400000114,3881.86,5,3,968.44,354.11,4904.41,AMD
0400000114,0.0,1,4,411.68,-794.12,-782.44,USD
0400000114,0.0,4,1,451.02,731.11,1082.13,EUR
0400000114,0.0,4,0,817.78,923.93,1741.71,Other
0400000115,0.0,1,2,157.69,57.91,15.6,AMD
0400000115,0.0,3,0,287.89,-836.8,-548.91,USD
0400000115,0.0,0,4,128.98,863.06,592.04,EUR
0400000115,1999.36,4,3,552.14,-19.36,2232.14,Other
0400000116,3082.79,1,4,848.4,278.52,3809.71,AMD
0400000116,0.0,2,4,600.57,-706.35,-505.78,USD
0400000116,3743.57,0,3,436.42,527.07,4407.06,EUR
0400000116,2777.89,9,4,301.96,-841.82,1838.03,Other
0400000117,221.63,9,4,160.31,-587.86,-605.92,AMD
0400000117,1146.73,5,1,218.47,15.55,1280.75,USD
0400000117,3016.21,7,4,740.95,846.75,4203.91,EUR
0400000117,1499.81,5,4,264.24,-252.62,1111.43,Other
0400000118,738.57,6,0,124.29,563.9,1426.76,AMD
0400000118,0.0,5,4,442.71,116.99,159.7,USD
0400000118,4369.53,7,1,679.65,183.21,5132.39,EUR
0400000118,3836.73,1,4,252.54,361.73,4051.0,Other
0400000119,0.0,0,4,445.16,392.6,437.76,AMD
0400000119,1840.95,5,1,314.88,593.34,2649.17,USD
