FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
040000013,1082.45,8,1,689.56,870.78,2542.79,AMD
040000013,0.0,9,0,636.59,828.24,1464.83,USD
040000013,0.0,4,4,208.32,-302.33,-494.01,EUR
040000013,3339.29,4,1,553.45,-286.09,3506.65,Other
040000014,0.0,9,3,275.44,579.69,555.13,AMD
040000014,3331.7,5,1,624.0,123.2,3978.9,USD
040000014,2678.74,5,4,390.58,-141.4,2527.92,EUR
040000014,2646.77,0,0,704.92,927.77,4279.46,Other
040000015,0.0,4,4,365.9,178.5,144.4,AMD
040000015,1102.84,6,2,468.83,-139.38,1232.29,USD
040000015,0.0,6,1,932.45,252.87,1085.32,EUR
040000015,567.4,1,1,638.9,-173.27,933.03,Other
040000016,0.0,6,3,840.89,245.97,786.86,AMD
040000016,1588.6,7,4,719.3,-354.28,1553.62,USD
040000016,3204.09,5,2,595.24,-635.07,2964.26,EUR
040000016,3760.82,8,1,949.88,328.76,4939.46,Other
040000017,0.0,5,0,455.65,-259.84,195.81,AMD
040000017,566.63,2,3,494.78,502.97,1264.38,USD
040000017,3222.3,3,0,890.76,66.95,4180.01,EUR
040000017,0.0,8,0,866.08,-479.43,386.65,Other
040000018,0.0,1,0,273.81,529.09,802.9,AMD
040000018,0.0,6,4,263.05,867.91,730.96,USD
040000018,4262.98,0,1,628.43,723.52,5514.93,EUR
040000018,4706.27,8,1,926.6,-110.71,5422.16,Other
040000019,0.0,3,4,997.92,-309.4,288.52,AMD
040000019,1939.51,7,2,998.15,-590.76,2146.9,USD
040000019,0.0,1,0,553.37,186.54,739.91,EUR
040000019,0.0,2,0,379.39,-427.44,-48.05,Other
040000020,976.19,5,1,791.79,455.97,2123.95,AMD
040000020,0.0,3,1,616.03,654.84,1170.87,USD
040000020,0.0,5,0,649.29,934.6,1583.89,EUR
040000020,0.0,9,2,960.98,-584.12,176.86,Other
040000021,0.0,2,2,810.5,-729.37,-118.87,AMD
040000021,3452.05,5,0,166.41,-713.71,2904.75,USD
040000021,3011.53,3,4,127.32,-560.66,2178.19,EUR
040000021,0.0,0,2,871.59,653.26,1324.85,Other
040000022,3024.34,1,4,666.09,384.25,3674.68,AMD
040000022,2911.04,9,0,988.4,-620.54,3278.9,USD
040000022,0.0,0,1,954.51,-718.93,135.58,EUR
040000022,0.0,7,3,600.22,-338.03,-37.81,Other
040000023,4814.55,5,4,217.08,132.83,4764.46,AMD
040000023,3655.06,6,4,152.4,-118.59,3288.87,USD
040000023,2985.94,6,2,390.4,-983.27,2193.07,EUR
040000023,0.0,2,4,177.55,-418.59,-641.04,Other
040000024,2380.55,7,1,776.84,437.01,3494.4,AMD
040000024,0.0,6,0,295.34,357.14,652.48,USD
040000024,0.0,5,0,583.97,-461.03,122.94,EUR
040000024,4918.37,5,0,677.16,-757.63,4837.9,Other
040000025,2126.18,2,3,952.77,-120.95,2658.0,AMD
040000025,0.0,0,4,894.93,-121.89,373.04,USD
040000025,3530.48,3,4,887.86,-659.2,3359.14,EUR
040000025,0.0,0,1,158.04,-600.81,-542.77,Other
040000026,4169.06,6,2,248.56,284.99,4502.61,AMD
040000026,4446.59,5,3,800.1,-825.06,4121.63,USD
040000026,0.0,6,3,792.8,31.55,524.35,EUR
040000026,0.0,3,2,498.75,-283.32,15.43,Other
040000027,0.0,2,3,473.84,6.71,180.55,AMD
040000027,0.0,5,3,802.26,-790.96,-288.7,USD
040000027,2581.75,8,2,464.54,-239.76,2606.53,EUR
040000027,0.0,7,4,141.3,-877.22,-1135.92,Other
040000028,0.0,7,4,236.0,415.48,251.48,AMD
040000028,1852.84,1,2,125.5,943.32,2721.66,USD
040000028,0.0,6,3,249.62,332.52,282.14,EUR
040000028,0.0,3,1,552.45,-53.23,399.22,Other
040000029,0.0,7,1,486.98,-991.38,-604.4,AMD
040000029,1041.86,1,4,783.31,-373.36,1051.81,USD
040000029,2605.74,9,4,992.55,399.48,3597.77,EUR
040000029,2710.14,4,4,329.55,-407.82,2231.87,Other
040000030,1105.16,6,3,219.07,478.79,1503.02,AMD
040000030,1316.12,6,3,982.18,429.99,2428.29,USD
040000030,0.0,4,2,947.11,627.01,1374.12,EUR
040000030,981.24,5,1,122.06,-602.96,400.34,Other
040000031,0.0,5,1,702.6,-398.29,204.31,AMD
040000031,0.0,8,4,730.98,227.32,558.3,USD
040000031,0.0,4,2,751.38,-329.43,221.95,EUR
040000031,0.0,7,3,755.88,-577.83,-121.95,Other
040000032,4033.79,7,4,276.29,-771.09,3138.99,AMD
040000032,2233.14,4,3,504.27,-547.89,1889.52,USD
040000032,4270.42,0,2,930.23,995.39,5996.04,EUR
040000032,3827.87,5,3,877.81,376.47,4782.15,Other
040000033,95.77,3,2,488.6,9.24,393.61,AMD
040000033,0.0,1,4,684.75,-143.84,140.91,USD
040000033,734.6,4,2,337.21,952.52,1824.33,EUR
040000033,0.0,4,0,998.04,-163.65,834.39,Other
040000034,0.0,5,2,890.78,-780.48,-89.7,AMD
040000034,0.0,8,0,875.51,-964.2,-88.69,USD
040000034,0.0,6,1,779.51,-299.97,379.54,EUR
040000034,0.0,8,1,937.75,31.74,869.49,Other
040000035,0.0,0,4,394.35,-509.82,-515.47,AMD
040000035,0.0,2,0,635.16,-857.4,-222.24,USD
040000035,0.0,0,3,609.56,117.9,427.46,EUR
040000035,3051.82,3,0,653.13,885.07,4590.02,Other
040000036,0.0,8,3,984.36,111.97,796.33,AMD
040000036,0.0,7,1,201.22,537.37,638.59,USD
040000036,2152.34,1,3,831.5,7.36,2691.2,EUR
040000036,1801.95,9,3,977.95,-634.33,1845.57,Other
040000037,1993.02,7,0,390.7,6.0,2389.72,AMD
040000037,0.0,3,3,140.47,786.54,627.01,USD
040000037,763.16,8,3,838.38,-869.29,432.25,EUR
040000037,701.8,2,1,128.18,-440.48,289.5,Other
040000038,0.0,6,0,870.29,302.1,1172.39,AMD
040000038,713.66,4,3,527.2,575.96,1516.82,USD
040000038,0.0,1,4,578.6,-974.25,-795.65,EUR
040000038,4385.26,9,3,161.48,-409.57,3837.17,Other
040000039,0.0,7,4,689.24,-398.55,-109.31,AMD
040000039,1860.31,3,0,527.05,395.44,2782.8,USD
040000039,0.0,7,3,111.73,-877.04,-1065.31,EUR
040000039,2799.81,4,1,143.11,797.73,3640.65,Other
040000040,699.61,5,2,188.88,746.33,1434.82,AMD
040000040,3908.41,2,4,513.12,-76.66,3944.87,USD
040000040,4096.11,4,3,864.52,335.44,4996.07,EUR
040000040,680.24,0,2,329.53,-910.29,-100.52,Other
040000041,2005.25,3,2,484.1,312.33,2601.68,AMD
040000041,0.0,2,2,778.98,-593.91,-14.93,USD
040000041,3532.56,3,1,206.35,153.77,3792.68,EUR
040000041,0.0,5,1,860.89,-587.65,173.24,Other
040000042,0.0,1,1,755.7,822.43,1478.13,AMD
040000042,0.0,1,3,412.3,221.66,333.96,USD
040000042,3970.03,8,0,427.39,-852.44,3544.98,EUR
040000042,0.0,0,4,903.7,-416.43,87.27,Other
040000043,0.0,8,1,681.64,35.88,617.52,AMD
040000043,818.84,2,1,523.82,49.15,1291.81,USD
040000043,0.0,8,0,478.09,512.16,990.25,EUR
040000043,0.0,4,3,450.14,474.03,624.17,Other
040000044,0.0,0,4,987.54,-628.33,-40.79,AMD
040000044,1823.9,9,4,842.69,-21.94,2244.65,USD
040000044,1414.03,6,1,252.71,-278.36,1288.38,EUR
040000044,0.0,4,3,112.72,-494.33,-681.61,Other
040000045,0.0,6,3,446.11,-555.29,-409.18,AMD
040000045,4733.14,1,0,306.8,-113.67,4926.27,USD
040000045,0.0,4,0,339.61,-415.34,-75.73,EUR
040000045,3617.58,2,1,721.44,-513.41,3725.61,Other
040000046,2344.33,9,1,542.31,-519.21,2267.43,AMD
040000046,0.0,8,4,790.37,461.36,851.73,USD
040000046,0.0,4,0,174.61,-34.7,139.91,EUR
040000046,1403.36,9,0,172.06,25.94,1601.36,Other
040000047,0.0,5,0,765.77,641.97,1407.74,AMD
040000047,1847.42,4,2,468.34,541.72,2657.48,USD
040000047,0.0,0,0,959.47,-783.58,175.89,EUR
040000047,2732.26,8,0,611.38,-847.02,2496.62,Other
040000048,266.6,3,1,319.42,-288.29,197.73,AMD
040000048,1563.49,3,1,656.78,346.0,2466.27,USD
040000048,0.0,4,3,710.31,255.99,666.3,EUR
040000048,590.9,1,2,172.92,-245.56,318.26,Other
040000049,0.0,2,1,468.76,309.73,678.49,AMD
040000049,0.0,9,3,244.72,171.47,116.19,USD
040000049,3572.47,8,2,706.1,512.56,4591.13,EUR
040000049,1104.96,3,1,844.35,-455.72,1393.59,Other
040000050,0.0,8,1,841.23,-191.31,549.92,AMD
040000050,1705.37,7,1,623.88,-568.39,1660.86,USD
040000050,1536.05,2,2,263.9,-471.6,1128.35,EUR
040000050,3663.15,8,2,216.34,684.7,4364.19,Other
040000051,0.0,9,3,940.76,523.38,1164.14,AMD
040000051,4843.94,1,4,846.22,-635.1,4655.06,USD
040000051,4505.17,6,1,959.64,-33.12,5331.69,EUR
040000051,0.0,0,4,540.28,832.7,972.98,Other
040000052,4487.97,3,1,103.45,473.35,4964.77,AMD
040000052,0.0,5,3,329.42,146.39,175.81,USD
040000052,2558.42,9,3,500.34,536.93,3295.69,EUR
040000052,1956.6,4,0,664.04,612.43,3233.07,Other
040000053,0.0,1,2,943.24,-299.29,443.95,AMD
040000053,0.0,4,1,957.31,434.85,1292.16,USD
040000053,0.0,9,2,963.55,-310.46,453.09,EUR
040000053,2588.43,5,3,144.17,-368.76,2063.84,Other
040000054,0.0,4,2,516.31,-795.34,-479.03,AMD
040000054,2162.5,3,4,580.53,-230.09,2112.94,USD
040000054,977.63,9,1,274.05,762.6,1914.28,EUR
040000054,3844.65,1,3,706.72,-795.51,3455.86,Other
040000055,0.0,2,4,363.56,917.69,881.25,AMD
040000055,4304.97,5,3,213.83,893.08,5111.88,USD
040000055,4672.41,0,0,169.94,-310.63,4531.72,EUR
040000055,132.32,2,3,141.8,-995.58,-1021.46,Other
040000056,2880.51,2,0,369.1,815.93,4065.54,AMD
040000056,1404.58,3,2,524.08,-675.94,1052.72,USD
040000056,1810.68,3,4,698.82,160.81,2270.31,EUR
040000056,4534.03,5,4,621.6,-68.2,4687.43,Other
040000057,65.99,9,3,826.3,-550.02,42.27,AMD
040000057,4143.52,2,3,395.81,-114.86,4124.47,USD
040000057,0.0,4,3,987.83,193.61,881.44,EUR
040000057,3955.37,3,3,729.76,194.27,4579.4,Other
040000058,0.0,2,4,660.51,-195.75,64.76,AMD
040000058,4405.71,1,4,195.0,29.72,4230.43,USD
040000058,0.0,6,3,538.06,487.0,725.06,EUR
040000058,0.0,4,4,650.94,675.41,926.35,Other
040000059,0.0,8,0,331.76,-364.45,-32.69,AMD
040000059,4616.35,7,2,411.5,-99.85,4728.0,USD
040000059,435.13,3,0,485.42,-311.01,609.54,EUR
040000059,0.0,7,0,845.6,-150.58,695.02,Other
040000060,0.0,4,1,860.16,-453.62,306.54,AMD
040000060,2897.71,3,0,659.68,243.99,3801.38,USD
040000060,0.0,1,0,998.05,447.79,1445.84,EUR
040000060,172.67,7,2,457.28,-406.41,23.54,Other
040000061,4949.36,6,2,140.98,653.52,5543.86,AMD
040000061,1006.78,0,2,848.29,720.21,2375.28,USD
040000061,0.0,8,0,135.08,250.26,385.34,EUR
040000061,2294.04,9,4,337.35,515.22,2746.61,Other
040000062,0.0,2,2,208.53,-124.83,-116.3,AMD
040000062,0.0,6,3,284.08,-687.33,-703.25,USD
040000062,0.0,1,2,208.67,824.62,833.29,EUR
040000062,0.0,9,2,423.73,320.97,544.7,Other
040000063,0.0,0,2,436.08,624.86,860.94,AMD
040000063,0.0,6,3,737.64,-191.58,246.06,USD
040000063,0.0,4,2,214.39,-593.56,-579.17,EUR
040000063,0.0,2,3,708.25,-266.12,142.13,Other
040000064,0.0,9,4,712.7,77.22,389.92,AMD
040000064,4744.01,5,2,909.83,-626.43,4827.41,USD
040000064,4160.23,5,4,827.44,-574.51,4013.16,EUR
040000064,240.84,3,3,474.16,-212.06,202.94,Other
040000065,0.0,0,1,630.27,499.23,1029.5,AMD
040000065,2011.35,0,2,319.53,-113.46,2017.42,USD
040000065,1738.48,0,2,104.68,593.53,2236.69,EUR
040000065,0.0,6,2,687.29,121.46,608.75,Other
040000066,1296.83,4,4,735.6,379.15,2011.58,AMD
040000066,0.0,8,4,200.11,-808.47,-1008.36,USD
040000066,0.0,6,4,163.77,533.48,297.25,EUR
040000066,0.0,9,3,796.64,938.17,1434.81,Other
040000067,460.18,1,0,573.16,813.58,1846.92,AMD
040000067,4069.4,8,2,392.33,8.32,4270.05,USD
040000067,0.0,7,0,104.29,972.58,1076.87,EUR
040000067,4636.89,2,4,537.29,67.71,4841.89,Other
040000068,0.0,7,2,495.35,-991.37,-696.02,AMD
040000068,0.0,0,2,427.45,136.52,363.97,USD
040000068,0.0,6,4,887.24,-537.93,-50.69,EUR
040000068,4203.8,9,0,561.27,-796.8,3968.27,Other
040000069,4931.89,6,3,147.28,-14.65,4764.52,AMD
040000069,0.0,3,2,342.92,-365.46,-222.54,USD
040000069,1137.88,7,3,347.65,908.83,2094.36,EUR
040000069,4032.76,4,2,941.95,-191.76,4582.95,Other
040000070,0.0,3,1,719.29,-862.41,-243.12,AMD
040000070,0.0,7,0,139.8,134.97,274.77,USD
040000070,4728.81,9,4,478.3,-444.81,4362.3,EUR
040000070,3753.73,2,2,346.55,-617.33,3282.95,Other
040000071,3076.11,9,0,438.25,664.33,4178.69,AMD
040000071,0.0,6,2,437.64,-104.53,133.11,USD
040000071,0.0,6,4,377.11,-366.76,-389.65,EUR
040000071,2649.42,0,2,910.58,-665.54,2694.46,Other
040000072,0.0,4,2,940.02,-670.63,69.39,AMD
040000072,0.0,8,3,953.15,977.59,1630.74,USD
040000072,0.0,0,3,607.15,677.12,984.27,EUR
040000072,0.0,7,3,407.98,305.76,413.74,Other
040000073,489.84,4,2,365.38,317.51,972.73,AMD
040000073,2456.35,6,0,680.59,782.23,3919.17,USD
040000073,0.0,2,3,540.39,-581.94,-341.55,EUR
040000073,304.57,9,4,212.13,839.53,956.23,Other
040000074,0.0,5,2,793.6,-56.06,537.54,AMD
040000074,280.39,7,0,238.45,464.1,982.94,USD
040000074,3472.14,0,4,821.96,651.95,4546.05,EUR
040000074,2413.97,6,1,601.9,-845.99,2069.88,Other
040000075,0.0,6,2,376.39,-13.97,162.42,AMD
040000075,4074.14,4,4,189.83,-256.81,3607.16,USD
040000075,796.44,0,3,525.95,-419.77,602.62,EUR
040000075,0.0,0,3,916.11,941.1,1557.21,Other
040000076,4937.56,2,2,337.25,47.88,5122.69,AMD
040000076,2529.21,7,4,516.85,-346.83,2299.23,USD
040000076,4768.58,3,1,856.37,-996.39,4528.56,EUR
040000076,0.0,5,1,714.2,232.33,846.53,Other
040000077,0.0,7,1,614.84,-978.83,-463.99,AMD
040000077,0.0,8,2,818.96,45.01,663.97,USD
040000077,1248.64,8,1,455.43,-699.68,904.39,EUR
040000077,0.0,4,1,991.0,78.58,969.58,Other
040000078,0.0,6,1,394.12,-772.4,-478.28,AMD
040000078,3182.59,9,0,428.31,180.72,3791.62,USD
040000078,0.0,1,0,904.67,-583.65,321.02,EUR
040000078,0.0,0,3,329.42,-387.77,-358.35,Other
040000079,0.0,9,4,583.63,-844.0,-660.37,AMD
040000079,0.0,2,0,316.96,-831.14,-514.18,USD
040000079,0.0,8,1,455.29,852.04,1207.33,EUR
040000079,2165.52,4,1,435.63,683.39,3184.54,Other
040000080,0.0,5,1,920.93,-194.3,626.63,AMD
040000080,4896.23,0,1,882.47,-907.0,4771.7,USD
040000080,0.0,1,0,791.37,-796.18,-4.81,EUR
040000080,0.0,1,2,714.06,719.69,1233.75,Other
040000081,4830.35,0,2,783.16,-833.87,4579.64,AMD
040000081,0.0,5,4,660.41,146.06,406.47,USD
040000081,0.0,7,4,547.7,327.3,475.0,EUR
040000081,0.0,6,0,694.82,-968.74,-273.92,Other
040000082,4504.05,4,2,257.71,-770.05,3791.71,AMD
040000082,3320.38,5,4,889.8,-183.28,3626.9,USD
040000082,0.0,2,4,848.19,-493.13,-44.94,EUR
040000082,490.13,9,1,764.72,-243.7,911.15,Other
040000083,2639.52,7,0,439.52,-897.63,2181.41,AMD
040000083,0.0,3,2,801.07,-304.44,296.63,USD
040000083,0.0,5,4,871.5,636.31,1107.81,EUR
040000083,608.23,4,2,288.72,-609.82,87.13,Other
040000084,0.0,0,4,605.91,-968.37,-762.46,AMD
040000084,2210.0,4,4,225.75,890.03,2925.78,USD
040000084,0.0,4,2,933.91,35.8,769.71,EUR
040000084,0.0,9,0,744.76,192.79,937.55,Other
040000085,0.0,9,0,943.92,-904.62,39.3,AMD
040000085,1737.46,9,2,250.96,-398.99,1389.43,USD
040000085,0.0,9,4,804.12,-551.14,-147.02,EUR
040000085,4726.57,8,1,219.44,773.7,5619.71,Other
040000086,0.0,3,1,910.52,-153.47,657.05,AMD
040000086,1860.15,3,3,493.29,-681.0,1372.44,USD
040000086,0.0,4,3,930.77,318.55,949.32,EUR
040000086,3916.42,9,2,333.72,-430.29,3619.85,Other
040000087,0.0,2,4,214.57,-328.26,-513.69,AMD
040000087,0.0,2,2,580.49,-78.97,301.52,USD
040000087,0.0,6,2,616.01,-6.8,409.21,EUR
040000087,0.0,2,2,538.72,-446.52,-107.8,Other
040000088,4961.38,2,1,660.85,131.03,5653.26,AMD
040000088,0.0,1,3,135.39,24.45,-140.16,USD
040000088,0.0,9,2,328.95,-948.25,-819.3,EUR
040000088,3665.0,6,4,270.78,748.3,4284.08,Other
040000089,0.0,8,2,548.72,-22.65,326.07,AMD
040000089,4449.87,8,2,532.01,951.11,5732.99,USD
040000089,0.0,1,1,858.01,228.21,986.22,EUR
040000089,0.0,6,0,458.63,410.79,869.42,Other
040000090,111.12,8,0,263.75,245.04,619.91,AMD
040000090,4502.65,1,0,864.97,507.39,5875.01,USD
040000090,2410.59,1,3,327.48,621.32,3059.39,EUR
040000090,4655.07,7,1,126.65,-15.62,4666.1,Other
040000091,1349.51,0,4,955.51,623.86,2528.88,AMD
040000091,0.0,9,2,839.23,-819.33,-180.1,USD
040000091,2900.49,2,2,861.21,80.23,3641.93,EUR
040000091,0.0,2,1,826.06,-60.24,665.82,Other
040000092,3426.9,5,1,780.57,-52.69,4054.78,AMD
040000092,0.0,6,1,959.48,27.8,887.28,USD
040000092,0.0,7,3,448.59,605.64,754.23,EUR
040000092,2484.25,5,4,690.9,325.5,3100.65,Other
040000093,946.47,2,4,922.28,-458.45,1010.3,AMD
040000093,0.0,1,3,749.98,-788.89,-338.91,USD
040000093,0.0,0,3,246.98,-910.21,-963.23,EUR
040000093,3631.5,6,4,196.63,340.9,3769.03,Other
040000094,2446.02,3,2,496.2,499.33,3241.55,AMD
040000094,2034.6,4,1,935.14,647.41,3517.15,USD
040000094,0.0,4,0,867.51,-237.43,630.08,EUR
040000094,0.93,6,2,638.82,-751.94,-312.19,Other
040000095,0.0,6,1,650.52,323.44,873.96,AMD
040000095,4395.26,2,4,337.7,-99.22,4233.74,USD
040000095,4106.63,1,3,812.25,862.29,5481.17,EUR
040000095,0.0,4,3,273.88,695.88,669.76,Other
040000096,4573.48,2,1,945.74,-370.49,5048.73,AMD
040000096,2623.46,9,1,315.31,-286.69,2552.08,USD
040000096,2930.93,1,0,867.11,-922.49,2875.55,EUR
040000096,0.0,9,4,915.79,-667.83,-152.04,Other
040000097,0.0,1,0,440.54,875.34,1315.88,AMD
040000097,800.71,3,1,941.52,-112.48,1529.75,USD
040000097,3394.26,2,1,419.69,-233.42,3480.53,EUR
040000097,0.0,5,0,485.24,29.72,514.96,Other
040000098,0.0,8,0,155.95,565.37,721.32,AMD
040000098,0.0,4,1,200.8,-30.48,70.32,USD
040000098,3054.08,3,3,672.72,-394.97,3031.83,EUR
040000098,0.0,5,2,912.99,-83.1,629.89,Other
040000099,0.0,2,0,784.18,-148.52,635.66,AMD
040000099,0.0,5,1,758.55,922.84,1581.39,USD
040000099,0.0,3,2,207.7,-495.5,-487.8,EUR
040000099,2718.86,3,4,768.1,299.89,3386.85,Other
0400000100,0.0,6,1,661.57,-632.12,-70.55,AMD
0400000100,1274.19,3,3,944.02,187.0,2105.21,USD
0400000100,1878.19,2,2,104.58,318.67,2101.44,EUR
0400000100,0.0,1,0,801.25,78.17,879.42,Other
0400000101,992.68,5,2,623.23,-924.13,491.78,AMD
0400000101,0.0,4,1,362.33,874.89,1137.22,USD
0400000101,2285.59,6,0,804.77,94.71,3185.07,EUR
0400000101,0.0,6,0,994.04,-473.7,520.34,Other
0400000102,0.0,2,3,938.71,547.05,1185.76,AMD
0400000102,0.0,0,3,499.43,515.57,715.0,USD
0400000102,670.51,9,4,377.87,-851.58,-203.2,EUR
0400000102,283.86,1,0,277.54,686.21,1247.61,Other
0400000103,0.0,1,0,268.74,-53.34,215.4,AMD
0400000103,0.0,8,4,304.94,-679.81,-774.87,USD
0400000103,4155.88,8,3,262.89,208.11,4326.88,EUR
0400000103,131.51,6,4,478.36,-585.13,-375.26,Other
0400000104,1997.91,3,2,977.02,-321.23,2453.7,AMD
0400000104,3354.95,4,3,373.31,868.14,4296.4,USD
0400000104,1955.9,5,0,486.57,-443.97,1998.5,EUR
0400000104,3867.97,0,0,807.96,-487.51,4188.42,Other
0400000105,0.0,3,0,171.89,-618.5,-446.61,AMD
0400000105,0.0,1,3,691.93,-971.27,-579.34,USD
0400000105,0.0,7,2,260.65,-557.75,-497.1,EUR
0400000105,0.0,0,3,862.23,-599.1,-36.87,Other
0400000106,4847.67,4,1,553.43,-785.31,4515.79,AMD
0400000106,0.0,3,4,929.67,-216.83,312.84,USD
0400000106,4286.79,1,2,719.83,-806.8,3999.82,EUR
0400000106,0.0,6,3,844.04,-273.57,270.47,Other
0400000107,4401.44,5,2,243.43,-154.37,4290.5,AMD
0400000107,0.0,8,2,477.95,658.38,936.33,USD
0400000107,1687.94,2,3,541.53,316.23,2245.7,EUR
0400000107,0.0,4,4,363.55,-707.27,-743.72,Other
0400000108,0.0,5,3,889.38,-379.64,209.74,AMD
0400000108,205.88,0,1,999.08,-954.13,150.83,USD
0400000108,0.0,3,3,611.2,-358.85,-47.65,EUR
0400000108,1410.93,7,0,786.25,-21.45,2175.73,Other
0400000109,2320.32,8,4,460.98,-179.29,2202.01,AMD
0400000109,0.0,7,0,812.33,-941.29,-128.96,USD
0400000109,3879.29,2,2,267.88,975.34,4922.51,EUR
0400000109,0.0,7,4,214.69,959.87,774.56,Other
0400000110,4694.48,3,4,379.7,931.65,5605.83,AMD
0400000110,1132.31,1,1,540.64,-158.31,1414.64,USD
0400000110,0.0,3,2,311.51,270.95,382.46,EUR
0400000110,0.0,9,2,382.93,177.83,360.76,Other
0400000111,881.96,5,0,992.65,-29.49,1845.12,AMD
0400000111,2342.73,8,0,870.41,668.73,3881.87,USD
0400000111,1249.89,0,3,929.12,-936.0,943.01,EUR
0400000111,0.0,5,4,274.43,-602.03,-727.6,Other
0400000112,0.0,2,0,791.73,995.69,1787.42,AMD
0400000112,1158.25,6,2,189.32,-57.18,1090.39,USD
0400000112,0.0,1,1,835.53,-312.72,422.81,EUR
0400000112,0.0,9,0,630.94,-411.65,219.29,Other
0400000113,0.0,3,3,190.78,735.07,625.85,AMD
0400000113,0.0,2,4,777.99,368.11,746.1,USD
0400000113,538.06,1,3,806.52,-475.68,568.9,EUR
0400000113,1162.99,5,1,948.45,228.28,2239.72,Other
0400000114,1178.35,5,3,563.82,-741.51,700.66,AMD
0400000114,0.0,2,2,855.88,772.47,1428.35,USD
0400000114,1692.16,4,3,921.89,60.56,2374.61,EUR
0400000114,0.0,4,1,745.69,-280.19,365.5,Other
0400000115,0.0,6,0,435.23,440.73,875.96,AMD
0400000115,2662.02,8,2,421.3,570.2,3453.52,USD
0400000115,0.0,5,0,562.09,858.9,1420.99,EUR
0400000115,4573.6,9,2,423.01,692.36,5488.97,Other
0400000116,0.0,6,1,932.93,-130.08,702.85,AMD
0400000116,0.0,9,0,372.62,470.98,843.6,USD
0400000116,481.15,4,0,190.68,891.05,1562.88,EUR
0400000116,1469.08,4,4,776.73,240.78,2086.59,Other
0400000117,0.0,3,3,660.96,974.14,1335.1,AMD
0400000117,3127.25,9,3,464.87,915.28,4207.4,USD
0400000117,4639.56,1,3,487.9,-310.62,4516.84,EUR
0400000117,3254.95,8,3,814.05,-275.17,3493.83,Other
0400000118,0.0,0,0,692.41,-292.22,400.19,AMD
0400000118,0.0,4,0,310.64,165.83,476.47,USD
0400000118,926.33,2,0,699.07,-512.94,1112.46,EUR
0400000118,0.0,3,3,419.15,616.82,735.97,Other
0400000119,0.0,6,4,924.97,-936.39,-411.42,AMD
0400000119,2103.2,9,0,577.55,325.52,3006.27,USD
0400000119,1211.83,0,1,668.32,492.0,2272.15,EUR
