FCLICODE,Start Balance,New Client,Closed Clients,From other,Own Resources,End Balance,Category
040000028,0.0,6,3,260.28,162.5,122.78,AMD
040000028,3316.95,1,3,784.11,334.95,4136.01,USD
040000028,0.0,7,0,100.39,467.97,568.36,EUR
040000028,2248.66,7,1,223.37,-47.31,2324.72,Other
040000029,4680.77,6,2,349.0,-700.07,4129.7,AMD
040000029,0.0,6,1,414.26,-481.73,-167.47,USD
040000029,0.0,1,4,920.91,888.5,1409.41,EUR
040000029,0.0,8,3,824.09,-691.06,-166.97,Other
040000030,0.0,9,0,205.44,-985.49,-780.05,AMD
040000030,375.01,2,2,906.49,-494.57,586.93,USD
040000030,0.0,0,4,819.56,23.22,442.78,EUR
040000030,0.0,0,2,396.99,-938.34,-741.35,Other
040000031,20.41,9,3,750.14,-489.78,-19.23,AMD
040000031,2642.0,3,0,741.8,888.33,4272.13,USD
040000031,0.0,1,4,398.92,-927.35,-928.43,EUR
040000031,0.0,6,3,100.55,740.39,540.94,Other
040000032,0.0,3,1,578.85,918.31,1397.16,AMD
040000032,2127.55,0,4,411.19,196.72,2335.46,USD
040000032,0.0,5,2,933.14,700.19,1433.33,EUR
040000032,0.0,3,4,776.37,271.0,647.37,Other
040000033,1824.58,8,2,146.07,658.55,2429.2,AMD
040000033,2902.68,3,2,620.44,-211.31,3111.81,USD
040000033,0.0,8,3,259.9,210.51,170.41,EUR
040000033,2828.37,0,1,917.53,-69.71,3576.19,Other
040000034,0.0,3,2,974.76,864.97,1639.73,AMD
040000034,0.0,4,3,791.64,905.86,1397.5,USD
040000034,1474.11,1,4,917.84,-912.06,1079.89,EUR
040000034,0.0,9,2,408.12,245.78,453.9,Other
040000035,1785.56,8,0,733.25,-929.7,1589.11,AMD
040000035,0.0,1,1,148.31,-732.52,-684.21,USD
040000035,3017.42,7,3,392.16,-851.11,2258.47,EUR
040000035,4677.93,9,1,345.67,759.5,5683.1,Other
040000036,2544.59,1,4,621.49,509.69,3275.77,AMD
040000036,1573.02,2,0,475.64,-917.58,1131.08,USD
040000036,0.0,1,3,169.85,944.39,814.24,EUR
040000036,2288.62,1,4,407.18,374.03,2669.83,Other
040000037,0.0,1,0,256.64,-542.37,-285.73,AMD
040000037,0.0,9,0,473.05,365.7,838.75,USD
040000037,4661.47,5,0,460.28,-596.98,4524.77,EUR
040000037,0.0,6,3,258.17,-411.4,-453.23,Other
040000038,2024.64,6,3,761.44,-635.83,1850.25,AMD
040000038,126.52,0,2,378.05,794.3,1098.87,USD
040000038,0.0,4,3,186.05,-508.37,-622.32,EUR
040000038,0.0,7,1,212.39,259.33,371.72,Other
040000039,3647.62,7,3,127.11,-766.77,2707.96,AMD
040000039,2046.84,4,3,210.12,550.76,2507.72,USD
040000039,0.0,9,2,310.36,-756.56,-646.2,EUR
040000039,0.0,2,2,459.93,154.05,413.98,Other
040000040,0.0,8,1,674.75,953.97,1528.72,AMD
040000040,0.0,4,1,495.33,-206.67,188.66,USD
040000040,0.0,2,3,292.79,923.76,916.55,EUR
040000040,0.0,2,3,854.94,674.06,1229.0,Other
040000041,0.0,1,1,885.28,-158.64,626.64,AMD
040000041,4281.08,6,1,772.4,295.8,5249.28,USD
040000041,0.0,6,4,459.91,562.14,622.05,EUR
040000041,2420.78,2,2,997.07,-131.56,3086.29,Other
040000042,2460.78,6,0,752.16,823.75,4036.69,AMD
040000042,0.0,3,1,699.44,-111.62,487.82,USD
040000042,0.0,4,1,457.15,-106.44,250.71,EUR
040000042,0.0,4,2,287.42,891.12,978.54,Other
040000043,2053.97,5,4,563.08,51.46,2268.51,AMD
040000043,0.0,7,3,962.71,-344.43,318.28,USD
040000043,0.0,5,1,865.31,-782.83,-17.52,EUR
040000043,0.0,6,3,138.32,-229.4,-391.08,Other
040000044,1601.09,3,0,917.08,-528.31,1989.86,AMD
040000044,0.0,9,4,475.77,591.91,667.68,USD
040000044,1788.13,4,2,197.73,-681.81,1104.05,EUR
040000044,0.0,2,0,320.3,962.65,1282.95,Other
040000045,0.0,6,4,227.44,-455.55,-628.11,AMD
040000045,551.39,4,1,102.85,-272.77,281.47,USD
040000045,1570.53,4,4,400.29,540.55,2111.37,EUR
040000045,4325.28,5,0,748.98,-568.81,4505.45,Other
040000046,0.0,6,0,127.27,349.43,476.7,AMD
040000046,242.78,5,3,433.17,-103.65,272.3,USD
040000046,0.0,9,2,818.0,939.0,1557.0,EUR
040000046,1891.35,4,4,409.28,32.92,1933.55,Other
040000047,544.38,7,0,698.18,474.56,1717.12,AMD
040000047,0.0,2,3,139.31,26.32,-134.37,USD
040000047,2995.17,9,3,502.31,-784.59,2412.89,EUR
040000047,3377.61,1,2,463.12,-392.64,3248.09,Other
040000048,0.0,3,0,945.44,-312.26,633.18,AMD
040000048,1255.42,0,0,938.65,-406.07,1788.0,USD
040000048,1731.93,7,4,140.93,457.02,1929.88,EUR
040000048,3900.23,7,2,952.36,6.31,4658.9,Other
040000049,0.0,4,0,578.68,-833.86,-255.18,AMD
040000049,0.0,1,3,721.37,-614.31,-192.94,USD
040000049,0.0,2,2,414.32,523.74,738.06,EUR
040000049,0.0,5,4,389.83,-789.27,-799.44,Other
040000050,3457.21,1,4,416.88,-910.89,2563.2,AMD
040000050,0.0,3,4,550.36,-188.9,-38.54,USD
040000050,0.0,8,1,297.87,-570.3,-372.43,EUR
040000050,0.0,1,4,625.35,73.28,298.63,Other
040000051,1657.72,7,4,352.02,665.4,2275.14,AMD
040000051,1926.01,9,1,290.74,902.64,3019.39,USD
040000051,0.0,0,0,689.32,702.21,1391.53,EUR
040000051,0.0,5,2,874.54,725.47,1400.01,Other
040000052,0.0,7,4,507.54,-159.29,-51.75,AMD
040000052,0.0,3,2,197.49,-957.01,-959.52,USD
040000052,0.0,7,1,213.15,-773.18,-660.03,EUR
040000052,4018.05,5,3,156.23,961.89,4836.17,Other
040000053,1232.33,1,4,788.65,-195.61,1425.37,AMD
040000053,3070.99,2,4,238.64,739.88,3649.51,USD
040000053,0.0,2,4,603.05,-744.39,-541.34,EUR
040000053,0.0,2,1,121.05,96.04,117.09,Other
040000054,0.0,4,1,333.97,-82.28,151.69,AMD
040000054,0.0,7,4,113.73,825.16,538.89,USD
040000054,0.0,2,2,379.06,503.73,682.79,EUR
040000054,0.0,7,2,127.63,76.77,4.4,Other
040000055,0.0,2,2,703.19,362.18,865.37,AMD
040000055,0.0,8,4,626.2,-577.62,-351.42,USD
040000055,2415.16,0,3,689.52,-658.61,2146.07,EUR
040000055,0.0,4,1,303.37,770.31,973.68,Other
040000056,0.0,0,0,278.03,550.96,828.99,AMD
040000056,0.0,3,2,488.33,537.87,826.2,USD
040000056,0.0,1,4,960.5,501.7,1062.2,EUR
040000056,1735.5,7,4,301.07,245.8,1882.37,Other
040000057,0.0,9,1,649.21,727.36,1276.57,AMD
040000057,0.0,7,4,109.61,-809.05,-1099.44,USD
040000057,0.0,0,2,977.52,-621.64,155.88,EUR
040000057,0.0,3,3,951.19,-397.27,253.92,Other
040000058,0.0,1,1,964.98,365.1,1230.08,AMD
040000058,0.0,2,4,358.0,-71.18,-113.18,USD
040000058,3928.43,9,2,600.23,74.96,4403.62,EUR
040000058,1600.81,3,3,930.15,678.94,2909.9,Other
040000059,0.0,0,4,874.97,731.1,1206.07,AMD
040000059,0.0,8,4,645.28,310.58,555.86,USD
040000059,0.0,6,3,766.08,-934.26,-468.18,EUR
040000059,0.0,4,3,530.73,-239.07,-8.34,Other
040000060,0.0,8,2,902.07,-774.65,-72.58,AMD
040000060,3322.21,7,3,384.6,945.43,4352.24,USD
040000060,0.0,3,1,534.64,-222.86,211.78,EUR
040000060,0.0,4,0,765.76,737.57,1503.33,Other
040000061,0.0,7,4,423.08,294.8,317.88,AMD
040000061,1542.69,6,3,935.7,657.25,2835.64,USD
040000061,2038.34,6,3,811.1,411.38,2960.82,EUR
040000061,0.0,1,1,274.71,-762.86,-588.15,Other
040000062,0.0,8,2,937.28,-33.81,703.47,AMD
040000062,2918.55,2,1,170.54,-395.69,2593.4,USD
040000062,0.0,3,4,824.07,782.51,1206.58,EUR
040000062,475.46,6,3,864.16,837.73,1877.35,Other
040000063,0.0,8,1,459.83,-485.42,-125.59,AMD
040000063,0.0,6,1,588.0,-930.25,-442.25,USD
040000063,3921.03,0,3,894.41,-521.98,3993.46,EUR
040000063,4582.4,5,2,218.56,-132.56,4468.4,Other
040000064,0.0,0,1,365.06,494.81,759.87,AMD
040000064,0.0,3,1,305.24,-558.69,-353.45,USD
040000064,3414.91,1,4,299.09,955.08,4269.08,EUR
040000064,745.15,3,4,241.52,269.27,855.94,Other
040000065,0.0,6,2,940.63,358.35,1098.98,AMD
040000065,2741.05,1,4,413.88,-258.4,2496.53,USD
040000065,0.0,0,1,105.37,-418.2,-412.83,EUR
040000065,0.0,1,0,741.92,371.3,1113.22,Other
040000066,165.57,6,0,924.99,395.17,1485.73,AMD
040000066,640.45,9,3,599.91,527.76,1468.12,USD
040000066,2266.37,2,2,906.13,-460.51,2511.99,EUR
040000066,3092.9,6,3,390.31,8.43,3191.64,Other
040000067,4605.51,0,2,568.81,-70.96,4903.36,AMD
040000067,2700.65,6,4,719.52,221.43,3241.6,USD
040000067,0.0,3,3,506.93,276.13,483.06,EUR
040000067,1782.81,0,0,120.84,-2.27,1901.38,Other
040000068,2305.65,5,2,946.3,-901.75,2150.2,AMD
040000068,3287.84,9,2,509.84,-230.68,3367.0,USD
040000068,0.0,4,1,700.57,-606.49,-5.92,EUR
040000068,3955.45,0,1,213.35,483.27,4552.07,Other
040000069,0.0,3,2,822.12,-523.55,98.57,AMD
040000069,1281.57,0,0,570.21,828.61,2680.39,USD
040000069,0.0,1,4,451.37,706.41,757.78,EUR
040000069,0.0,4,3,149.93,-410.34,-560.41,Other
040000070,0.0,7,4,909.11,850.21,1359.32,AMD
040000070,3658.57,2,4,136.71,-373.81,3021.47,USD
040000070,1807.04,1,2,519.5,-267.6,1858.94,EUR
040000070,0.0,6,4,685.84,-245.79,40.05,Other
040000071,0.0,1,1,554.16,954.51,1408.67,AMD
040000071,2428.73,7,4,563.43,585.53,3177.69,USD
040000071,0.0,3,1,296.68,394.74,591.42,EUR
040000071,64.18,4,3,219.25,986.78,970.21,Other
040000072,2187.77,7,4,376.87,-660.91,1503.73,AMD
040000072,2038.04,8,4,654.35,-843.09,1449.3,USD
040000072,1563.59,6,1,430.54,195.41,2089.54,EUR
040000072,3473.91,6,3,180.21,-60.7,3293.42,Other
040000073,4759.95,5,3,321.18,14.59,4795.72,AMD
040000073,0.0,2,4,928.85,461.32,990.17,USD
040000073,1007.19,1,1,276.8,-920.81,263.18,EUR
040000073,2587.3,8,4,532.56,724.39,3444.25,Other
040000074,0.0,2,0,296.94,937.73,1234.67,AMD
040000074,0.0,5,1,163.19,11.72,74.91,USD
040000074,779.99,9,4,280.02,-460.29,199.72,EUR
040000074,2780.9,4,1,611.83,-164.98,3127.75,Other
040000075,2694.54,2,1,953.21,-574.87,2972.88,AMD
040000075,4752.15,5,3,255.17,-431.49,4275.83,USD
040000075,0.0,8,4,843.84,-713.57,-269.73,EUR
040000075,0.0,1,4,183.69,719.9,503.59,Other
040000076,1979.98,8,3,820.04,39.61,2539.63,AMD
040000076,0.0,3,0,143.82,-930.2,-786.38,USD
040000076,1846.44,9,3,457.21,-706.69,1296.96,EUR
040000076,0.0,8,0,364.96,-496.29,-131.33,Other
040000077,0.0,9,1,413.69,527.6,841.29,AMD
040000077,0.0,8,3,752.74,-269.51,183.23,USD
040000077,0.0,2,3,849.61,753.38,1302.99,EUR
040000077,0.0,9,4,221.21,-617.67,-796.46,Other
040000078,0.0,9,2,127.95,-963.44,-1035.49,AMD
040000078,0.0,2,4,670.54,287.6,558.14,USD
040000078,0.0,8,0,458.21,-58.81,399.4,EUR
040000078,3734.12,6,4,323.87,359.81,4017.8,Other
040000079,0.0,2,4,190.76,9.66,-199.58,AMD
040000079,0.0,0,3,161.34,-943.1,-1081.76,USD
040000079,67.0,5,4,664.52,-633.96,-302.44,EUR
040000079,0.0,1,3,812.66,-506.3,6.36,Other
040000080,0.0,3,4,835.26,-406.62,28.64,AMD
040000080,0.0,8,0,954.69,-403.87,550.82,USD
040000080,0.0,8,3,446.01,537.22,683.23,EUR
040000080,2498.51,1,2,984.34,-531.68,2751.17,Other
040000081,3498.73,0,4,944.21,-262.4,3780.54,AMD
040000081,0.0,3,1,862.96,179.8,942.76,USD
040000081,0.0,4,2,444.1,52.46,296.56,EUR
040000081,0.0,5,2,558.01,-188.95,169.06,Other
040000082,581.03,2,1,855.88,169.64,1506.55,AMD
040000082,0.0,5,1,557.2,-69.68,387.52,USD
040000082,1605.17,8,0,246.54,602.16,2453.87,EUR
040000082,4444.03,1,1,546.84,-289.53,4601.34,Other
040000083,0.0,0,4,524.1,-125.48,-1.38,AMD
040000083,3541.86,3,3,180.68,382.68,3805.22,USD
040000083,0.0,6,1,722.18,289.37,911.55,EUR
040000083,0.0,0,4,948.99,-410.31,138.68,Other
040000084,2096.31,4,2,528.96,310.13,2735.4,AMD
040000084,0.0,0,0,477.89,-832.77,-354.88,USD
040000084,0.0,7,3,216.4,-809.58,-893.18,EUR
040000084,4376.82,3,1,805.85,437.94,5520.61,Other
040000085,0.0,6,1,437.33,-617.96,-280.63,AMD
040000085,2688.07,7,0,593.53,-171.04,3110.56,USD
040000085,2635.6,3,1,801.21,-841.55,2495.26,EUR
040000085,0.0,7,4,530.62,-166.16,-35.54,Other
040000086,0.0,2,4,911.6,748.07,1259.67,AMD
040000086,0.0,6,0,327.8,-601.36,-273.56,USD
040000086,0.0,9,1,961.36,-856.73,4.63,EUR
040000086,3556.97,5,0,907.14,-659.75,3804.36,Other
040000087,4373.19,2,0,602.05,-981.76,3993.48,AMD
040000087,0.0,8,3,910.79,327.48,938.27,USD
040000087,0.0,6,1,946.66,-320.87,525.79,EUR
040000087,0.0,6,0,558.52,244.88,803.4,Other
040000088,3751.78,6,3,902.07,451.87,4805.72,AMD
040000088,4675.93,2,1,877.07,-830.69,4622.31,USD
040000088,2533.11,2,1,159.59,308.21,2900.91,EUR
040000088,3910.14,9,4,873.99,422.14,4806.27,Other
040000089,1726.71,8,0,115.5,947.29,2789.5,AMD
040000089,0.0,3,1,187.82,-391.58,-303.76,USD
040000089,850.44,2,2,762.19,994.61,2407.24,EUR
040000089,2262.38,6,4,576.57,-869.65,1569.3,Other
040000090,0.0,8,0,790.66,-377.29,413.37,AMD
040000090,0.0,3,3,584.14,-270.97,13.17,USD
040000090,2688.03,7,2,247.88,480.01,3215.92,EUR
040000090,0.0,3,4,630.07,882.83,1112.9,Other
040000091,2734.26,2,1,656.05,803.87,4094.18,AMD
040000091,1312.64,0,2,194.0,961.86,2268.5,USD
040000091,2861.45,2,1,600.7,-111.09,3251.06,EUR
040000091,0.0,2,4,481.38,-247.68,-166.3,Other
040000092,0.0,5,1,795.46,15.74,711.2,AMD
040000092,2609.89,6,3,853.77,267.37,3431.03,USD
040000092,773.24,5,1,989.55,205.55,1868.34,EUR
040000092,0.0,6,3,587.23,-789.68,-502.45,Other
040000093,3109.08,2,4,321.17,-396.25,2634.0,AMD
040000093,1508.33,8,0,381.39,844.28,2734.0,USD
040000093,0.0,6,0,390.66,-381.49,9.17,EUR
040000093,0.0,8,4,481.15,-237.05,-155.9,Other
040000094,4762.34,7,3,307.53,891.72,5661.59,AMD
040000094,0.0,9,4,750.06,-45.94,304.12,USD
040000094,0.0,9,1,561.98,-630.65,-168.67,EUR
040000094,3453.3,0,1,549.01,-157.82,3744.49,Other
040000095,0.0,0,1,870.62,-382.66,387.96,AMD
040000095,0.0,9,0,257.56,-896.15,-638.59,USD
040000095,0.0,5,4,177.08,-903.51,-1126.43,EUR
040000095,1722.36,2,1,693.11,893.12,3208.59,Other
040000096,1470.2,2,1,694.61,-64.44,2000.37,AMD
040000096,2392.21,1,2,845.62,-864.61,2173.22,USD
040000096,0.0,8,0,316.55,-163.31,153.24,EUR
040000096,2605.46,4,3,127.95,139.83,2573.24,Other
040000097,2568.67,5,4,569.07,-121.42,2616.32,AMD
040000097,0.0,4,1,221.91,-91.66,30.25,USD
040000097,1655.9,9,4,650.95,-817.53,1089.32,EUR
040000097,0.0,9,0,843.25,-991.91,-148.66,Other
040000098,924.35,9,0,435.1,220.37,1579.82,AMD
040000098,0.0,6,2,746.73,-725.63,-178.9,USD
040000098,3036.66,6,1,417.88,228.57,3583.11,EUR
040000098,4460.1,6,0,893.16,253.55,5606.81,Other
040000099,2033.16,8,2,786.29,202.65,2822.1,AMD
040000099,3266.21,5,2,568.42,820.02,4454.65,USD
040000099,1014.03,7,3,603.67,-300.52,1017.18,EUR
040000099,4740.31,8,3,781.74,-225.43,4996.62,Other
0400000100,2287.81,9,2,959.34,-420.0,2627.15,AMD
0400000100,0.0,5,4,349.38,407.42,356.8,USD
0400000100,0.0,3,4,705.03,-142.23,162.8,EUR
0400000100,3218.43,6,2,368.14,307.06,3693.63,Other
0400000101,0.0,9,0,325.99,652.11,978.1,AMD
0400000101,2295.28,3,0,190.15,108.64,2594.07,USD
0400000101,0.0,3,1,151.46,-474.6,-423.14,EUR
0400000101,0.0,8,0,313.26,923.25,1236.51,Other
0400000102,1522.39,1,0,923.67,-348.5,2097.56,AMD
0400000102,2211.89,0,0,514.46,-202.21,2524.14,USD
0400000102,0.0,8,3,151.8,-641.31,-789.51,EUR
0400000102,0.0,6,1,419.47,-336.49,-17.02,Other
0400000103,2184.62,1,0,589.21,-824.85,1948.98,AMD
0400000103,4373.55,4,4,737.88,-935.58,3775.85,USD
0400000103,2036.5,6,0,806.78,278.52,3121.8,EUR
0400000103,469.62,5,4,259.77,-851.26,-521.87,Other
0400000104,0.0,3,1,456.13,-201.2,154.93,AMD
0400000104,4190.66,5,1,466.04,138.44,4695.14,USD
0400000104,0.0,8,4,601.9,-886.28,-684.38,EUR
0400000104,0.0,7,2,270.78,-659.51,-588.73,Other
0400000105,4263.56,1,1,696.8,966.17,5826.53,AMD
0400000105,775.6,2,2,743.65,-750.29,568.96,USD
0400000105,4866.05,6,3,738.15,846.44,6150.64,EUR
0400000105,2030.77,8,0,302.85,934.92,3268.54,Other
0400000106,0.0,8,0,562.28,174.02,736.3,AMD
0400000106,4903.95,4,0,611.72,151.92,5667.59,USD
0400000106,0.0,5,1,483.06,662.45,1045.51,EUR
0400000106,2837.91,3,2,460.17,19.2,3117.28,Other
0400000107,1476.02,0,2,489.05,549.37,2314.44,AMD
0400000107,4421.28,6,4,947.24,-700.3,4268.22,USD
0400000107,3927.95,5,3,709.01,888.03,5224.99,EUR
0400000107,0.0,2,0,187.64,-321.27,-133.63,Other
0400000108,1247.45,5,2,579.34,-108.07,1518.72,AMD
0400000108,4538.71,0,4,589.47,-880.88,3847.3,USD
0400000108,0.0,6,0,305.94,-432.71,-126.77,EUR
0400000108,0.0,5,1,490.26,465.14,855.4,Other
0400000109,2718.41,2,3,348.65,575.98,3343.04,AMD
0400000109,0.0,8,4,573.57,278.82,452.39,USD
0400000109,1872.25,4,4,187.45,-202.3,1457.4,EUR
0400000109,3737.81,9,1,377.01,-423.92,3590.9,Other
0400000110,573.41,6,2,424.62,546.42,1344.45,AMD
0400000110,4245.8,9,3,184.04,-197.77,3932.07,USD
0400000110,1691.09,0,2,710.22,198.91,2400.22,EUR
0400000110,0.0,7,2,179.58,213.12,192.7,Other
0400000111,4477.66,6,3,710.04,-799.54,4088.16,AMD
0400000111,0.0,5,4,274.41,439.66,314.07,USD
0400000111,3739.63,8,3,719.69,209.99,4369.31,EUR
0400000111,0.0,5,3,317.45,-696.31,-678.86,Other
0400000112,2544.25,0,3,715.2,349.06,3308.51,AMD
0400000112,0.0,8,2,437.23,-163.08,74.15,USD
0400000112,0.0,3,3,600.58,-931.17,-630.59,EUR
0400000112,1445.87,3,3,344.54,-777.98,712.43,Other
0400000113,0.0,4,2,963.13,-988.02,-224.89,AMD
0400000113,4883.18,5,2,690.68,-428.9,4944.96,USD
0400000113,2033.91,5,3,591.0,-772.19,1552.72,EUR
0400000113,0.0,3,3,393.52,632.0,725.52,Other
0400000114,0.0,6,4,577.17,-72.84,104.33,AMD
0400000114,3912.19,1,4,498.49,-678.22,3332.46,USD
0400000114,2948.33,2,4,174.89,-970.98,1752.24,EUR
0400000114,0.0,1,2,506.53,-41.02,265.51,Other
0400000115,0.0,4,2,909.0,910.97,1619.97,AMD
0400000115,0.0,8,4,830.56,-9.61,420.95,USD
0400000115,0.0,9,1,404.1,-130.99,173.11,EUR
0400000115,0.0,4,4,513.67,24.2,137.87,Other
0400000116,0.0,5,3,495.6,-195.98,-0.38,AMD
0400000116,8.71,5,2,851.99,-758.06,-97.36,USD
0400000116,2992.14,6,4,964.91,-321.42,3235.63,EUR
0400000116,2463.82,0,1,364.74,-614.08,2114.48,Other
0400000117,0.0,0,2,456.37,925.48,1181.85,AMD
0400000117,148.21,4,4,983.13,-360.93,370.41,USD
0400000117,0.0,7,1,193.42,467.8,561.22,EUR
0400000117,4984.15,9,4,726.0,855.25,6165.4,Other
0400000118,1222.69,5,4,379.0,391.88,1593.57,AMD
0400000118,2710.82,4,4,880.49,-183.32,3007.99,USD
0400000118,221.79,8,1,816.41,-770.12,168.08,EUR
0400000118,3295.1,9,1,788.68,366.71,4350.49,Other
0400000119,2259.84,0,4,325.08,-475.55,1709.37,AMD
0400000119,0.0,0,2,499.89,973.41,1273.3,USD
